file,field_pos,value_u32,support,start_offset,end_offset,codec,duration,resolution,streams,video_like,audio_like,dur_score,score,rank,top_branches
43fc7b_stage30_rank01_pos088_075437E2_078037E2.pss,136,123090914,4,122959842,125843426,mpeg1video,18460.050366,512x256,2,True,False,60.0,168.0,1,0000010c43fc7b92|c90f:4
43fc7b_stage30_rank02_pos0a4_0140A06F_016CA06F.pss,164,21143663,6,21012591,23896175,mpeg1video,19.54,512x256,1,True,False,19.54,131.54,2,0000010c43fc7b92|c900:6
43fc7b_stage30_rank03_pos024_36A6025A_36D2025A.pss,36,916980314,3,916849242,919732826,mpeg2video,19.4,512x256,1,True,False,19.4,125.4,3,0000010c43fc7b16|643f:3
43fc7b_stage30_rank04_pos094_24EA9D1E_25169D1E.pss,148,619486494,4,619355422,622239006,"mp2,mpeg1video",10.58,512x256,2,True,True,10.58,123.58,4,0000010c43fc7b92|c90f:4
43fc7b_stage30_rank05_pos014_1C4DDAEC_1C79DAEC.pss,20,474995436,3,474864364,477747948,"mp2,mpeg1video",11.42,512x256,2,True,True,11.42,122.42,5,0000010c43fc7b92|c900:3
43fc7b_stage30_rank06_pos088_03A51BF1_03D11BF1.pss,136,61283313,6,61152241,64035825,mpeg2video,10.32,512x256,1,True,False,10.32,122.32,6,0000010c43fc7b92|c900:6
43fc7b_stage30_rank07_pos014_0660D2E2_068CD2E2.pss,20,107139810,3,107008738,109892322,mpeg2video,15.76,512x256,1,True,False,15.76,121.76,7,0000010c43fc7bdf|1bb2:3
