file,rank,content_layer,domain,field_pos,support,codec,duration,resolution,hint_family_id,hint_content_class,top_branches
43fc7b_stage30_rank01_pos088_075437E2_078037E2.pss,1,secondary_candidate_bundle,43fc7b,136,4,mpeg1video,18460.050366,512x256,menu_background_family_01,menu_background_fmv,0000010c43fc7b92|c90f:4
43fc7b_stage30_rank02_pos0a4_0140A06F_016CA06F.pss,2,secondary_candidate_bundle,43fc7b,164,6,mpeg1video,19.54,512x256,challenge_preview_family_misc,challenge_preview_fmv,0000010c43fc7b92|c900:6
43fc7b_stage30_rank03_pos024_36A6025A_36D2025A.pss,3,secondary_candidate_bundle,43fc7b,36,3,mpeg2video,19.4,512x256,challenge_preview_family_misc,challenge_preview_fmv,0000010c43fc7b16|643f:3
43fc7b_stage30_rank04_pos094_24EA9D1E_25169D1E.pss,4,secondary_candidate_bundle,43fc7b,148,4,"mp2,mpeg1video",10.58,512x256,track_menu_preview_family_01,track_menu_preview_fmv,0000010c43fc7b92|c90f:4
43fc7b_stage30_rank05_pos014_1C4DDAEC_1C79DAEC.pss,5,secondary_candidate_bundle,43fc7b,20,3,"mp2,mpeg1video",11.42,512x256,track_menu_preview_family_01,track_menu_preview_fmv,0000010c43fc7b92|c900:3
43fc7b_stage30_rank06_pos088_03A51BF1_03D11BF1.pss,6,secondary_candidate_bundle,43fc7b,136,6,mpeg2video,10.32,512x256,track_menu_preview_family_01,track_menu_preview_fmv,0000010c43fc7b92|c900:6
43fc7b_stage30_rank07_pos014_0660D2E2_068CD2E2.pss,7,secondary_candidate_bundle,43fc7b,20,3,mpeg2video,15.76,512x256,track_menu_preview_family_01,track_menu_preview_fmv,0000010c43fc7bdf|1bb2:3
