domain,rank,candidate_file,family_hint,best_ref_content_class,layer,promote_policy
43fc98,1,43fc98_stage17_rank01_pos020_0A0CE66F_0A0AD9DC.pss,challenge_preview_like,challenge_preview_fmv,secondary_candidate_bundle,manual_validation_required
43fc98,2,43fc98_stage17_rank02_pos020_0283F9FB_028228AA.pss,unknown,menu_background_fmv,secondary_candidate_bundle,manual_validation_required
43fc98,3,43fc98_stage17_rank03_pos020_1C327F37_1C3070C0.pss,unknown,menu_background_fmv,secondary_candidate_bundle,manual_validation_required
43fc98,4,43fc98_stage17_rank04_pos020_05877C68_05854B25.pss,challenge_preview_like,challenge_preview_fmv,secondary_candidate_bundle,manual_validation_required
43fc98,5,43fc98_stage17_rank05_pos040_1BBFC9DB_1BBDE87C.pss,challenge_preview_like,challenge_preview_fmv,secondary_candidate_bundle,manual_validation_required
43fc98,6,43fc98_stage17_rank06_pos136_1954003F_1951C5A6.pss,unknown,challenge_preview_fmv,secondary_candidate_bundle,manual_validation_required
43fc98,7,43fc98_stage17_rank07_pos148_3080D0DB_307EF1CE.pss,unknown,menu_background_fmv,secondary_candidate_bundle,manual_validation_required
