candidate_file,rank,sig8,body_prefix,count
43fc9a_stage24_rank01_pos0a4_051BBEB5_0547BEB5.pss,1,0000010c43fc9ae9,7321,6
43fc9a_stage24_rank02_pos020_09B16F8C_09DD6F8C.pss,2,0000010c43fc9ae9,71d0,5
43fc9a_stage24_rank03_pos024_3723B540_374FB540.pss,3,0000010c43fc9ae9,7321,6
43fc9a_stage24_rank04_pos094_004212F6_006E12F6.pss,4,0000010c43fc9ae9,7321,6
43fc9a_stage24_rank05_pos094_06DE03E0_070A03E0.pss,5,0000010c43fc9ae9,7321,6
43fc9a_stage24_rank06_pos024_34CDEFFC_34F9EFFC.pss,6,0000010c43fc9ae9,7321,6
43fc9a_stage24_rank07_pos094_01F600F8_022200F8.pss,7,0000010c43fc9ae9,7321,6
