body_prefix,status,content_class,family_id,record_count
71d0,soft_clean,track_menu_preview,track_menu_preview_family_01,5
7321,clean,challenge_preview,challenge_preview_family_misc,6
7321,clean,track_menu_preview,track_menu_preview_family_01,6
7321,deferred_oob,deferred_oob,deferred_oob_43fc9a,61
7321,evidence,track_menu_preview,track_menu_preview_family_01,12
7321,soft_clean,challenge_preview,challenge_preview_family_misc,4
7321,soft_clean,track_flythrough_preview,track_flythrough_family_01,3
7321,unresolved,unresolved,unresolved,7
