file,rank,content_layer,domain,field_pos,support,codec,duration,resolution,hint_family_id,hint_content_class,top_branches
43fc9a_stage24_rank01_pos0a4_051BBEB5_0547BEB5.pss,1,secondary_candidate_bundle,43fc9a,164,6,"mp2,mpeg2video",12.64,512x256,track_menu_preview_family_01,track_menu_preview_fmv,0000010c43fc9ae9|7321:6
43fc9a_stage24_rank02_pos020_09B16F8C_09DD6F8C.pss,2,secondary_candidate_bundle,43fc9a,32,5,"mp2,mpeg1video",14.38,512x256,track_menu_preview_family_01,track_menu_preview_fmv,0000010c43fc9ae9|71d0:5
43fc9a_stage24_rank03_pos024_3723B540_374FB540.pss,3,secondary_candidate_bundle,43fc9a,36,6,mpeg2video,16.8,512x256,challenge_preview_family_misc,challenge_preview_fmv,0000010c43fc9ae9|7321:6
43fc9a_stage24_rank04_pos094_004212F6_006E12F6.pss,4,secondary_candidate_bundle,43fc9a,148,6,mpeg2video,15.4,512x256,track_menu_preview_family_01,track_menu_preview_fmv,0000010c43fc9ae9|7321:6
43fc9a_stage24_rank05_pos094_06DE03E0_070A03E0.pss,5,secondary_candidate_bundle,43fc9a,148,6,mpeg2video,15.12,512x256,track_menu_preview_family_01,track_menu_preview_fmv,0000010c43fc9ae9|7321:6
43fc9a_stage24_rank06_pos024_34CDEFFC_34F9EFFC.pss,6,secondary_candidate_bundle,43fc9a,36,6,mpeg2video,12.6,512x256,track_menu_preview_family_01,track_menu_preview_fmv,0000010c43fc9ae9|7321:6
43fc9a_stage24_rank07_pos094_01F600F8_022200F8.pss,7,secondary_candidate_bundle,43fc9a,148,6,mpeg2video,12.24,512x256,track_menu_preview_family_01,track_menu_preview_fmv,0000010c43fc9ae9|7321:6
