file,contact_sheet,size_bytes,duration,codecs,streams
43fc9a_71d0_pos020_audio_backed_track_menu_preview_candidate_09B16F8C_09DD6F8C.pss,43fc9a_71d0_pos020_audio_backed_track_menu_preview_candidate_09B16F8C_09DD6F8C.png,2883584,14.380000,"mpeg1video,mp2",2
43fc9a_7321_pos024_challenge_preview_two_car_backdrop_34CDEFFC_34F9EFFC.pss,43fc9a_7321_pos024_challenge_preview_two_car_backdrop_34CDEFFC_34F9EFFC.png,2883584,12.600000,mpeg2video,1
43fc9a_7321_pos024_fujitsu_siemens_track_menu_preview_3723B540_374FB540.pss,43fc9a_7321_pos024_fujitsu_siemens_track_menu_preview_3723B540_374FB540.png,2883584,16.800000,mpeg2video,1
43fc9a_7321_pos094_degraded_track_menu_preview_window_004212F6_006E12F6.pss,43fc9a_7321_pos094_degraded_track_menu_preview_window_004212F6_006E12F6.png,2883584,15.400000,mpeg2video,1
43fc9a_7321_pos094_degraded_track_menu_preview_window_01F600F8_022200F8.pss,43fc9a_7321_pos094_degraded_track_menu_preview_window_01F600F8_022200F8.png,2883584,12.240000,mpeg2video,1
43fc9a_7321_pos094_degraded_track_menu_preview_window_06DE03E0_070A03E0.pss,,2883584,15.120000,mpeg2video,1
43fc9a_7321_pos0a4_audio_backed_degraded_preview_candidate_051BBEB5_0547BEB5.pss,43fc9a_7321_pos0a4_audio_backed_degraded_preview_candidate_051BBEB5_0547BEB5.png,2883584,12.640000,"mpeg2video,mp2",2
