xml_key,term,offset_hex,cluster_id,excerpt
OPTIONS,Options,0x48a7151b,6,"<Scene> |   <EggLists_Version4 |   <t |  Name=""GameOptions"" | FormatText(x |   <Value | Use en2d"" Type=""Bool""  | =""True""/'d"
OPTIONS,Options,0x48a73e0c,6,"State | Text I | D#"" Type=""Int"" Value=""0"" SaveOptions=""False | PlayerState |  Nam@ | Text ID Index#""  C | String | =""Null"
OPTIONS,Options,0x48a73ff2,6,"<Scene> |   <EggLists_Version4 |   <t |  Name=""GameOptions"" | MemoryCardScreen( |   <Value | Use en2d"" Type=""Bool""  | =""False""/'"
OPTIONS,Options,0x48a743e1,6,"6+x:+8 | ""0"" SaveOptions=""False"" l | PlayerState | <Value Name=""Max. Width"" Type=""Int""  | =""540 | Height2 | Colour | Vector4'`"
QUICKRACE,QuickRace,0x48a748ac,6,"<Scene> |   <EggLists_Version4 |   <t |  Name=""QuickRace"" | Format(h |   <Value | Use en2d"" Type=""Bool""  | =""True""/'T"
QUICKRACE,QuickRace,0x48a753a2,6,mattedTextAI+ | Font# | Frontend/QuickRace/Currentl |  ID3p | Offset | Vector3' | Horizontal Justification | Vert\
PROGRESS,Progress,0x48a761b6,6,"Left7 | Unlocker< |  16L | Progress/Opened""T1 | s/T1Master$(8-H | 1 OR 2 | +l / | Cheats/"
PROGRESS,Progress,0x48a76663,6,"Unlocker<  |  16P | Progress/Opened""X1 | s/T3MasterRally,p | 1 OR 2 | =p 1 | Level/Won_T2 | Control AI5D"
MRALLYESTART,MRallyeStart,0x48a76834,6,"<Scene> |   <EggLists_Version4 |   <t |  Name=""MRallyeStartScreen"" |   <Value | Use en2d"" Type=""Bool""  | =""True""/'` | Freezable "
MRALLYESTART,MRallyeStart,0x48a76e2a,6,"dGlobal | AI_List) |   <AI No=""0""+X | am'@ | gaFEScreenMRallyeStartAI+ |   </AI+ | </Egg | +</'"
OPTIONS,Options,0x48a77121,6,"<Scene> |   <EggLists_Version4 |   <t |  Name=""Options"" | Controller(x |   <Value | Use en2d"" Type=""Bool""  | =""True""/'d"
OPTIONS,Options,0x48a77a72,6,"AI_List)L |   <AI No=""0""+Z | String' | gaFEScreenOptionsAI+ |   </AI+| | (null)  | p),  | </Egg"
PROGRESS,Progress,0x48a77b1c,6,"<Scene> |   <EggLists_Version4 |   <t |  Name=""Progress"" | Cla*d |   <Value | Use en2d"" Type=""Bool""  | =""True""/'P"
PROGRESS,Progress,0x48a78415,6,"sheet: |  On.46 /l., | Multi# | 56`.* |  #x!# | Progress/Win | /Won_Bagoo"" | Individual$"
PROGRESS,Progress,0x48a78774,6,"AI,` | o=""0* | .X + | #u!* | Progress/Win | /Won_BagooCup,d | 2Text*0 | 6.13 "
PROGRESS,Progress,0x48a78b9e,6,"2dGlobal | AI,` | .X + | Progress/Win | /Won_Elfx | ndividual  |  Per | H Justificatio "
PROGRESS,Progress,0x48a791ac,6,"D- 4 O | \85"" | \12 ( | \,4S0t | Multi | \Mu( | Progress/Win | /Won_"
PROGRESS,Progress,0x48a795c5,6,":U.1= |  ""H.* | C6X- | Progress/Win | /Won_Master_Stage, | Individual$ |  Per# | $L'7p"
PROGRESS,Progress,0x48a798ac,6,"AI,L | enUIMulti | :AI+ | Progress/Win | /Won_Master_Stage,x | Individual  |  Per | H Justification2"
PROGRESS,Progress,0x48a79b38,6," No=""0""+Z | enUIMulti | :AI+ | Progress/WinStatus/Won_Master_Stage6/ | ndividual  |  Per | H Justification2 | </;p"
PROGRESS,Progress,0x48a79dc3,6,String' | enUIMulti | :AI+ | q@<. | Progress/WinStatus/Won_Master_Stage9/ | ndividual  |  Per | H Justification2
PROGRESS,Progress,0x48a7a4ed,6,"546 /`.,lI0x | Multi | :6V.Mu( |  #p!# | Progress/Win | /Won_BFGoodrichCup, | Individual$ | $0(A1+"
PROGRESS,Progress,0x48a7a7f1,6,"o=""0* | enUIMult&P + | Progress/Win | /Won_BFGoodrichCup,t | Individual  |  Per | H Justification2 | </;t"
PROGRESS,Progress,0x48a7aaf6,6," No=""0""+Z |   +H | enUIMulti | :AI+ | Progress/WinStatus/Won_BFGoodrichCup/ | ndividual  |  Per | H Justification2"
PROGRESS,Progress,0x48a7afe0,6,"sheet: | ""t/ K | 46 /e.1=x | Multi | :6Z.Mu( | ""`!l | Progress/Win | /Won_FujitsuCup,"
PROGRESS,Progress,0x48a7b1cd,6,String' | enUIMulti | :AI+ | aH<. | Progress/WinStatus/Won_FujitsuCup3/ | ndividual  |  Per | H Justification2
PROGRESS,Progress,0x48a7b5ef,6,String' | enUIMultiImageAI+ | e0<. | Progress/WinStatus/Won_GoCup2/ | ndividual  |  Per Bank | Int'm | H Justification2
PROGRESS,Progress,0x48a7ba48,6,String' | enUIMultiImageAI+ | Progress/WinStatus/Won_T1Master/ | ndividual  |  Per Bank | Int'u | H Justification2 | </;\
PROGRESS,Progress,0x48a7c0bd,6,"(&,. | 646#H. *e.1=x | d.* N+ |  ""X.* | C6h- | Progress/Win | /Won_Invit# | Individual$"
PROGRESS,Progress,0x48a7c3a1,6,"o=""0* | enUIMulti | ;AI+ | Progress/Win | /Won_Invitation,l | Individual  |  Per | H Justific"
PROGRESS,Progress,0x48a7c80f,6,"o=""0* | am'4 | enUIMulti | ;AI+ | Progress/Win | /Won_(T | Individual  |  Per"
PROGRESS,Progress,0x48a7caa1,6," No=""0""+Z | enUIMulti | ;AI+ | Progress/WinStatus/Won_C | ndividual  |  Per | H Justification2 | </;d"
PROGRESS,Progress,0x48a7cd1a,6,String' | enUIMulti | ;AI+ | e8<. | Progress/WinStatus/Won_Challenge7/ | ndividual |  Per | H Justification2
PROGRESS,Progress,0x48a7d222,6,"o=""0* | Progress/Win | /Won_)T | qv'</) | Screen4 | ClassID+ | -5.74$l)> | 3d :"
OPTIONS,Options,0x48a7da00,6,"<Scene> |   <EggLists_Version4 |   <t |  Name=""Controller Options"" | VehicleSelectScreen( |   <Value | Use en2d"" Type=""Bool""  | =""False""/'"
VEHICLESELECT,VehicleSelect,0x48a7da10,6,"  <EggLists_Version4 |   <t |  Name=""Controller Options"" | VehicleSelectScreen( |   <Value | Use en2d"" Type=""Bool""  | =""False""/' | Freezable3"
OPTIONS,Options,0x48a7e62c,6,"=""Font ID# | /ControllerOptionsg | figp |  IDSRdex3 | ~r="" | (=""/ | OffsetX | HJustificad02"
OPTIONS,Options,0x48a7eec7,6,Up Path | Down7 | List* | /ControllerOptions/Vibrah | Current`S  | ForceUpdate6 | Null> | Lock Movemen7
OPTIONS,Options,0x48a7f8c3,6,"Int""  | =""12""/> | Text* | String' | Frontend/ControllerOptions/AccelerateLeft  |  Index3 | Null  | OffsetX"
OPTIONS,Options,0x48a7ff2e,6,"Font ID# | /ControllerOptions/'` | ,D ` |  IDSRdex3| | OffsetX | HJustifica|/2 | Width2 | Height2"
OPTIONS,Options,0x48a801d0,6,edAI+ | q9<9 | Font ID# | /ControllerOptions/Axis2  | d 1c | Null  | OffsetX | HJustificap/ 
OPTIONS,Options,0x48a807b5,6,"Font ID# | /ControllerOptions/ |  IDKRdex3t | vr="" | 8=""/ | OffsetX | HJustificat/  | Width2"
OPTIONS,Options,0x48a80ab2,6,"dAI+ | }y<9 | Font ID# | /ControllerOptions/Triangl,$ | ~r="" | Null/4 |  OffsetX | HJustifica|/ "
OPTIONS,Options,0x48a81326,6,"dAI+$ | Font ID# | /ControllerOptions/R  |  ID[Qdex3d | fr="" | OffsetX | HJustificad/  | Width2"
OPTIONS,Options,0x48a81ba2,6,"Font ID# | /ControllerOptions/ | ,$ t |  IDGRdex3p | OffsetX | HJustificap/  | Width2 | 35/4"
QUICKRACE,QuickRace,0x48a81fcb,6,"]T_CdAI+$ | =""Font ID# | /QuickRace/CurrentVehicle | CSdex3 | (=""/ | OffsetX | HJustification2 | Width2"
QUICKRACE,QuickRace,0x48a82267,6,"ttonTiledAI+ | a)<9 | Font ID# | Int' | /QuickRace/CurrentMode |  ID Index3 | =""Null  | OffsetX"
QUICKRACE,QuickRace,0x48a8281c,6,Font ID# | /QuickRace/CurrentVehicle2 |  IDGSdex3 | OffsetX | (q-  | HJustification2 | Width2 | Height3
QUICKRACE,QuickRace,0x48a82a78,6,"geAI""/> |  Name="" | *"" Type=""Strin( | Frontend/QuickRace/CarIcon2/ | ndividual  | Bool'4 | False>+ |  Per Bank"
QUICKRACE,QuickRace,0x48a856e5,6,"]T_CdAI+$ | =""Font ID# | /QuickRace/CurrentVehicle | CSdex3 | (=""/ | OffsetX | HJustification2 | Width2"
QUICKRACE,QuickRace,0x48a85982,6,"ttonTiledAI+ | a)<9 | Font ID# | Int' | /QuickRace/CurrentMode |  ID Index3 | =""Null  | OffsetX"
QUICKRACE,QuickRace,0x48a85f37,6,Font ID# | /QuickRace/CurrentVehicle2 |  IDGSdex3 | OffsetX | (q-  | HJustification2 | Width2 | Height3
QUICKRACE,QuickRace,0x48a86196,6,"geAI""/> |  Name="" | *"" Type=""Strin( | Frontend/QuickRace/CarIcon2/ | ndividual  | Bool'4 | False>+ |  Per Bank"
QUICKRACE,QuickRace,0x48a8878b,6,"<Scene> |   <EggLists_Version4 |   <t |  Name=""QuickRace"" | Start,t |   <Value | Use en2d"" Type=""Bool""  | =""True""/'`"
OPTIONS,Options,0x48a889bb,6,"gaFr | TextB | ]T[CdAI+  | =""Width | 40"" SaveOptions="" | PlayerState | Height2 | Font ID#2"
QUICKRACE,QuickRace,0x48a88f6e,6,"eft7 | Enabl  | </Egg' | <Egg# | =""QuickRaceScreen*` | Use en24`-0h | zp,3\ | Hit "
QUICKRACE,QuickRace,0x48a89523,6,"-1.17 | 7123  | 8&0X | /QuickRace/Current&tU$ | 8?p1 | 80P6""$J< J& | Active AI& | =14J7"
QUICKRACE,QuickRace,0x48a8979c,6,TextB | ]T_CdAI+ | Font ID# | /QuickRace/Currentl | Null/8 |  OffsetX | HJustification2 | Width2
QUICKRACE,QuickRace,0x48a89d27,6,Font ID# | /QuickRace/(T |  IDSRdex3| | Car2x | CurrentVehicle2% | CarIcon &
QUICKRACE,QuickRace,0x48a89fcc,6,"=""0""+Z |   +  | enUIMulti | :AI+ | /QuickRace/CarIcon/ | ndividual |  Per | H Justification2"
QUICKRACE,QuickRace,0x48a8a11a,6,"<Scene> |   <EggLists_Version4 |   <t |  Name=""QuickRace"" | Start,t |   <Value | Use en2d"" Type=""Bool""  | =""True""/'`"
QUICKRACE,QuickRace,0x48a8a6b6,6,"lobal | AI_List) |   <AI No=""0""+Z |   +d | am'@ | gaFEScreenQuickRaceAI+ |   </AI+ | </Egg'd"
QUICKRACE,QuickRace,0x48a8b64d,6,"o=""0* | enUIMulti | :AI+ | /QuickRace/' | ndividual |  Per | H Justification2 | </;L"
QUICKRACE,QuickRace,0x48a8bb1f,6,"<Scene> |   <EggLists_Version4 |   <t |  Name=""QuickRace"" | Start,t |   <Value | Use en2d"" Type=""Bool""  | =""True""/'`"
QUICKRACE,QuickRace,0x48a8c131,6,"Enabled | </Egg' | <Egg | QuickRaceScreen*X | Use ""\ 3 | 18 *P | Freezh,3 | Hit "
RACEDETAILS2,RaceDetails,0x48a8c5fb,6,"TextB | ]T_CdAI+ | yy<9 | Font ID# | /RaceDetails |  ID[Qdex3d | fr="" | Null "
RACEDETAILS2,RaceDetails,0x48a8d319,6,"2d :( | enUIMulti | 683&,6 | /RaceDetails/ | *D:x | Individual |  Per lY | </;P"
QUICKRACE,QuickRace,0x48a8d4c1,6,"<Scene> |   <EggLists_Version4 |   <t |  Name=""QuickRace"" | Start,t |   <Value | Use en2d"" Type=""Bool""  | =""True""/'`"
QUICKRACE,QuickRace,0x48a8dad3,6,"Enabled | </Egg' | <Egg | QuickRaceScreen*X | Use ""\ 3 | 18 *P | Freezh,3 | Hit "
RACEDETAILS2,RaceDetails,0x48a8df9c,6,"TextB | ]T_CdAI+ | uy<9 | Font ID# | /RaceDetails |  ID[Qdex3d | fr="" | Null "
RACEDETAILS2,RaceDetails,0x48a8ea87,6,"ButtonTiledAI+ | q9<9 | Font ID# | /RaceDetails/CurrentVehicle2 |  Index3 | =""Null  |  OffsetX | -12 "
RACEDETAILS2,RaceDetails,0x48a8f1b4,6,"V458"" | enUIMulti# | ;2T4. | 683& | /RaceDetails/ | Individual  |  Per "" | </;P"
RACEDETAILS2,RaceDetails,0x48a8f2c3,6,"""String""  | =""enUIMultiImageAI""/., | Frontend/RaceDetails/CarIcon2/ | ndividual  | Bool'< | False>+ |  Per Bank | Int'-"
RACERESULTS,RaceResults,0x48a8f6e1,6,"<Scene> |   <EggLists_Version4 |   <t |  Name=""RaceResults"" | Position(p |   <Value | Use en2d"" Typ@ | Bool"" "
RACERESULTS,RaceResults,0x48a8fad3,6,"<Value Name=""List*"" Type=""String""  | =""Frontend/RaceResults/Timep | Options | HeightSpac | Int'& | </enUIBrowser+< | </AI,@ | AI No=""1""+Z"
OPTIONS,Options,0x48a8fae8,6," Name=""List*"" Type=""String""  | =""Frontend/RaceResults/Timep | Options | HeightSpac | Int'& | </enUIBrowser+< | </AI,@ | AI No=""1""+Z"
OPTIONS,Options,0x48a8ffee,6,"=""False""/> | <Value Name=""UiSelect"" Type=""Int""  | =""0"" SaveOptions | Pla  | Uns E | Index* | String'P | Null +\"
RACERESULTS,RaceResults,0x48a90036,6,Pla  | Uns E | Index* | String'P | Null +\ | List6 | Frontend/RaceResults/Pointsx | HeightSpac
RACERESULTS,RaceResults,0x48a905be,6,"AI,4 | o=""0  | enUIMulti | :AI+ | /RaceResults/ | ndividual  | !Num |  Per"
REPLAYTHEATRE,ReplayTheatre,0x48a93461,6,">x0 [ | 2d : | ReplayTheatre/ | ""k7o=""  | VV53' | '=L ,x: QL <4 | VV25+ | #4LW9TV,"
TRAINING,Training,0x48a9500b,6,"<Scene> |   <EggLists_Version4 |   <t |  Name=""Training"" |   <Value | Use en2d"" Type=""Bool""  | ue""/'` | Freezable "
TRAINING,Training,0x48a9553f,6,"AI_List)\ |   <AI Nol6+Z | String' | gaFEScreenTrainingAI+ |   </AI+ | 1""+X | Null  | </Egg"
VEHICLESELECT,VehicleSelect,0x48a96b6f,6,</AI+ |  Status6 | /VehicleSelect/+ | ** )p | #e'  | ility6 | </<D | </Egg'P
VEHICLESELECT,VehicleSelect,0x48a96d13,6,"<Value Name=""Font ID#"" Type=""Int""  | =""2/ | String' | /VehicleSelect |  Index3t | Null  | OffsetX | HJustification2"
VEHICLESELECT,VehicleSelect,0x48a974fb,6,</AI+ |  Status6 | /VehicleSelect/ClassLeft | ility6 | </<L | </Egg'Y | Righ | Use en2 
VEHICLESELECT,VehicleSelect,0x48a97ac2,6,"4>?h | 6></) | =""VehicleSelectScreen( | -5$U:4?= | 6 v8?9H>?8?, | 9|+  | ""8?> | F2d &"
VEHICLESELECT,VehicleSelect,0x48a97d39,6,"gaFrontendCarMoverAI+ | /VehicleSelect/ | Rotat'L | ion Spe( | Floa( | 0.0200,@ | Clockwis44 | Refs"
OPTIONS,Options,0x48a984df,6,"ColourChanger-s |   </ | Puls' | SaveOptions="")L | PlayerState | UiNo | 0""  ) | Start Ti(H"
OPTIONS,Options,0x48a9895b,6,"=""False""/> | <Value Name=""Start Time"" Type=""Int""  | =""0"" | Options | Test | Bool' | Colour  | Vector4'"
OPTIONS,Options,0x48a98dbd,6,"lue Namp | inish Colour "" TypT | Vector4""  | =""1.00 ( | 0.70"" SaveOptions | Timer Max | Int' | Rndp"
VEHICLESELECT,VehicleSelect,0x48a991b1,6,"-3.57 # | %/0 + | #$:: | s2=32 | ;83  | 1=2/ | '""(:6,= | Frontend/VehicleSelect/)"
VEHICLESELECT,VehicleSelect,0x48a99641,6,"Formatt | Font#2 | -4!m | -Z;Fr$ | /VehicleSelect/ |  ID3` |  ID$|D  | #*K=""/x"
OPTIONS,Options,0x48a9b5d2,6,"6 , -""!; & | nt"" Value=""0"" SaveOptions=""False | PlayerState |  Name=""Max. Height"" Typ\ | Int""  | Colour | Vector4( | .03 0.19 0.36 1.0 "
OPTIONS,Options,0x48a9fdf7,6,"533} | alue=""0"" SaveOptions=""False | PlayerState | <Value Name=""Max. Height"" Type=""Int""  | Colour | Vector4( | .03 0.19 0.36 1.0  | </enUIFormattedTextAI+2"
PROGRESS,Progress,0x48aabffe,6," Hotke' | o+l&h | /</)50<l | ProgressBar( |  rx00 | #t :}06+ | ?|09 | |*7}01,"
PROGRESS,Progress,0x48aac242,6,"tColour | Vector4'$ | 1.00 , | Offset | </gaHudAiRaceProgress+ | </AI,@ | AI No=""1""+Z | String'"
PROGRESS,Progress,0x48aac59e,6,"o=""0""+X |   <Value Name=""p | ame"" Type=""String""  | =""gaHudAiRaceProgress""/.8 | Hud No | Int' | Use Split Ti( | Bool'"
PROGRESS,Progress,0x48aac9dd,6,"AI_List)l |   <AI No=""0""+Z | String' | gaHudAiRaceProgress+ | aA<1 | Hud No | Use Split Ti( | CarI "
PROGRESS,Progress,0x48aacddb,6,"lobal  | AI_List)( |   <AI No=""0""+Z | am'p | gaHudAiRaceProgress+ | }~<1 | Hud No | Use Split Ti("
PROGRESS,Progress,0x48ab0199,6,ert l | Tru1e | _Lis(@ | </Egg | &</)i | ProgressBar(x | <Egg:| | Use en2d 
PROGRESS,Progress,0x48ab05f8,6,"Colour | Vector4'  | 1.00 , | Offset | </gaHudAiRaceProgress+l | </AI,@ | AI No=""1""+Z | String'"
PROGRESS,Progress,0x48ab096d,6,"AI_List)L |   <AI No=""0""+Z | String' | gaHudAiRaceProgress+ | a(<1 | Hud No | Int' | Use Split Ti("
PROGRESS,Progress,0x48ab0dac,6,"lobal  | AI_List) |   <AI No=""0""+Z | gaHudAiRaceProgress+ | mf<1 | Hud No | Use Split Ti( | CarI "
PROGRESS,Progress,0x48ab1167,6,"2dGlobal | AI_List) |   <AI No=""0""+Z | gaHudAiRaceProgress+ | Hud No | Use Split Ti( | CarI4d | Finish Lin4t"
PROGRESS,Progress,0x48ab388a,6,"01>L | Demo),(* | Bxf& | @o=""  | ProgressBar( | +0(? | hud\L | -spli,HS+"
PROGRESS,Progress,0x48ab3afa,6,"AI_List)\ |   <AI No=""0""+Z | String' | gaHudAiRaceProgress+ | qH<1 | Hud No | Use Split Ti( | CarI4"
PROGRESS,Progress,0x48ab3f12,6,"AI_List) |   <AI No=""0""+Z | am'd | gaHudAiRaceProgress+ | Hud No | Use Sol Ti( | CarI  | Finish Lin'"
PROGRESS,Progress,0x48ab4335,6,"AI_List)X |   <AI No=""0""+Z | gaHudAiRaceProgress+ | Hud No | Use Sol Ti( | CarI4X | Finish Lin' | ay)["
PROGRESS,Progress,0x48ab457e,6,"ame=""r | String' | Null- | _List'0 | </Egg(7 | ProgressCar5*L | Use en2d3 | Tru,"
PROGRESS,Progress,0x48ab967b,6," at space? | `""-d | (1>h | iI<  | /</)50<l | =""ProgressBar(D2)x03| |  rx00 | #t :}06+"
PROGRESS,Progress,0x48ab98ee,6,"tColour | Vector4'$ | 1.00 , | Offset | </gaHudAiRaceProgress+` | </AI,@ | AI No=""1""+Z | String'"
PROGRESS,Progress,0x48ab9c58,6,"AI_List)P |   <AI No=""0""+Z | String' | gaHudAiRaceProgress+ | e <1 | Hud No | Int' | Use Split Ti("
PROGRESS,Progress,0x48aba0a4,6,"AI_List) |   <AI No=""0""+Z |   +D | String' | gaHudAiRaceProgress+ | m\<1 | Hud No | Use Split Ti("
PROGRESS,Progress,0x48aba45b,6,"AI_List)( |   <AI No=""0""+Z | am'p | gaHudAiRaceProgress+ | Hud No | Use Split Ti( | CarI4d | Finish Lin'"
