media_id,family_id,content_class,source_domain,sig8,body_prefix,field_pos,start_offset,end_offset,support,source_candidate_file,routing_layer,manual_validation
43fc9b_track_menu_preview_01,track_menu_preview_family_01,track_menu_preview_fmv,43fc9b,0000010c43fc9bf6,ba01,40,916736210,919488722,1,43fc9b_stage28_rank04_pos040_36A448D2_36CE48D2.pss,primary_clean,accepted
43fc9b_track_menu_preview_02_trimmed,track_menu_preview_family_01,track_menu_preview_fmv,43fc9b,0000010c43fc9b4d,7f94,148,830610515,833363027,3,43fc9b_stage28_rank06_pos148_31821C53_31AC1C53.pss,primary_clean,accepted_trimmed
43fc9a_track_menu_preview_01,track_menu_preview_family_01,track_menu_preview_fmv,43fc9a,0000010c43fc9ae9,7321,36,925087040,927970624,6,43fc9a_stage24_rank03_pos024_3723B540_374FB540.pss,primary_clean,accepted
43fc9a_challenge_preview_01,43fc9a_challenge_preview_01,challenge_preview_fmv,43fc9a,0000010c43fc9ae9,7321,36,885911548,888795132,6,43fc9a_stage24_rank06_pos024_34CDEFFC_34F9EFFC.pss,primary_clean,accepted
43fc7d_challenge_preview_01,43fc7d_challenge_preview_01,challenge_preview_fmv,43fc7d,0000010c43fc7d92,c90f,148,893114440,895866952,6,43fc7d_stage26_rank02_pos094_353BD848_3565D848.pss,primary_clean,accepted
43fc7d_track_menu_preview_01,track_menu_preview_family_01,track_menu_preview_fmv,43fc7d,0000010c43fc7d92,c900,20,929747783,932500295,6,43fc7d_stage26_rank04_pos014_376AD347_3794D347.pss,primary_clean,accepted
