sig8,body_prefix,matched_field,status,content_class,family_id,record_offset,window_start,window_end,pss_file,contact_sheet,sheet_exists
0000010c43fc86e9,4cc3,pos01c,soft_clean,track_menu_preview,track_menu_preview_family_01,195890308,908439552,910536704,43fc86e9_4cc3_pos01c_3625B000_3645B000.pss,43fc86e9_4cc3_pos01c_3625B000_3645B000.png,True
0000010c43fc86e9,4cc3,pos028,evidence,challenge_preview,challenge_preview_family_misc,195890308,1171484672,1173581824,43fc86e9_4cc3_pos028_45D37000_45F37000.pss,43fc86e9_4cc3_pos028_45D37000_45F37000.png,False
0000010c43fc86e9,4cc3,pos094,clean,challenge_preview,challenge_preview_family_misc,195890308,890064896,892162048,43fc86e9_4cc3_pos094_350D5000_352D5000.pss,43fc86e9_4cc3_pos094_350D5000_352D5000.png,True
0000010c43fc86e9,521f,pos01c,clean,track_menu_preview,track_menu_preview_family_01,195954235,817262592,819359744,43fc86e9_521f_pos01c_30B67000_30D67000.pss,43fc86e9_521f_pos01c_30B67000_30D67000.png,True
0000010c43fc86e9,521f,pos028,evidence,challenge_preview,challenge_preview_family_misc,197418381,889004032,891101184,43fc86e9_521f_pos028_34FD2000_351D2000.pss,43fc86e9_521f_pos028_34FD2000_351D2000.png,True
0000010c43fc86e9,530f,pos094,clean,track_menu_preview,track_menu_preview_family_01,196890762,917127168,919224320,43fc86e9_530f_pos094_36AA4000_36CA4000.pss,43fc86e9_530f_pos094_36AA4000_36CA4000.png,True
0000010c43fc86e9,6487,pos008,rejected,video_like_nonstandard,video_like_nonstandard,196524627,595951616,598048768,43fc86e9_6487_pos008_23858000_23A58000.pss,43fc86e9_6487_pos008_23858000_23A58000.png,True
0000010c43fc86e9,6487,pos020,rejected,video_like_nonstandard,video_like_nonstandard,196524627,607580160,609677312,43fc86e9_6487_pos020_2436F000_2456F000.pss,43fc86e9_6487_pos020_2436F000_2456F000.png,True
