sig8,body_prefix,matched_field,content_class,family_id,promoted_status,semantic_label,seed_count,min_record_offset,max_record_offset,candidate_ranks,source_candidates
0000010c43fc86e9,4cc3,pos01c,track_menu_preview,track_menu_preview_family_01,promoted_clean_soft,Elf track/menu preview,3,195890308,1006138454,2,43fc86_stage41_rank02_pos01c_3625B5A0_362875A0.pss
0000010c43fc86e9,4cc3,pos028,challenge_preview,challenge_preview_family_misc,secondary_evidence,Chevreuse challenge preview variant,3,196598496,1006841143,1,43fc86_stage41_rank01_pos028_34FD27FB_34FFE7FB.pss
0000010c43fc86e9,4cc3,pos094,challenge_preview,challenge_preview_family_misc,promoted_clean,Chevreuse challenge preview,3,195890308,1006138454,6,43fc86_stage41_rank06_pos094_350D5479_35101479.pss
0000010c43fc86e9,521f,pos01c,track_menu_preview,track_menu_preview_family_01,promoted_clean,Bago track/menu preview,3,195954235,1006201978,5,43fc86_stage41_rank05_pos01c_30B67AE2_30B93AE2.pss
0000010c43fc86e9,521f,pos028,challenge_preview,challenge_preview_family_misc,secondary_evidence,Chevreuse challenge preview variant,3,197418381,1007654588,1,43fc86_stage41_rank01_pos028_34FD27FB_34FFE7FB.pss
0000010c43fc86e9,530f,pos094,track_menu_preview,track_menu_preview_family_01,promoted_clean,Fujitsu Siemens track/menu preview,3,196890762,1007130993,3,43fc86_stage41_rank03_pos094_36AA429B_36AD029B.pss
0000010c43fc86e9,6487,pos008,video_like_nonstandard,video_like_nonstandard,rejected,broken nonstandard video-like payload,3,196524627,1006767870,7,43fc86_stage41_rank07_pos008_23858764_23884764.pss
0000010c43fc86e9,6487,pos020,video_like_nonstandard,video_like_nonstandard,rejected,broken nonstandard video-like payload,3,196524627,1006767870,4,43fc86_stage41_rank04_pos020_2436F4D6_2439B4D6.pss
