sig8,body_prefix,source_domain,family_id,content_class,routing_layer,confidence,seed_count,min_record_offset,max_record_offset,media_ids
0000010c43fc7d92,c900,43fc7d,track_menu_preview_family_01,track_menu_preview_fmv,primary_clean,high,6,189565806,1004221543,43fc7d_track_menu_preview_01
0000010c43fc7d92,c90f,43fc7d,43fc7d_challenge_preview_01,challenge_preview_fmv,primary_clean,high,6,187643069,1002214599,43fc7d_challenge_preview_01
0000010c43fc9ae9,7321,43fc9a,43fc9a_challenge_preview_01,challenge_preview_fmv,primary_clean,high,6,120103137,939221671,43fc9a_challenge_preview_01
0000010c43fc9ae9,7321,43fc9a,track_menu_preview_family_01,track_menu_preview_fmv,primary_clean,high,6,447457,820289382,43fc9a_track_menu_preview_01
0000010c43fc9b4d,7f94,43fc9b,track_menu_preview_family_01,track_menu_preview_fmv,primary_clean,medium_high,3,19677091,831071670,43fc9b_track_menu_preview_02_trimmed
0000010c43fc9bf6,ba01,43fc9b,track_menu_preview_family_01,track_menu_preview_fmv,primary_clean,high,1,1035389302,1035389302,43fc9b_track_menu_preview_01
0000010c43fc86e9,530f,43fc86,track_menu_preview_family_01,track_menu_preview_fmv,primary_clean,high,3,196890762,1007130993,43fc86_stage47_rank03
0000010c43fc86e9,6487,43fc86,video_like_nonstandard,video_like_nonstandard,reject_nonstandard,medium,3,196524627,1006767870,43fc86_stage47_rejected_nonstandard
0000010c43fc86e9,6487,43fc86,video_like_nonstandard,video_like_nonstandard,reject_nonstandard,medium,3,196524627,1006767870,43fc86_stage47_rejected_nonstandard
