record_offset,sig8,body_prefix,pos008,pos014,pos01c,pos020,pos024,pos028,pos088,pos094,pos0a4,pos148,pos164
820289382,0000010c43fc9ae9,7321,1390485875,4178141043,3128885337,3460947712,925218112,2371126693,3577694956,115344352,3083836855,1261682807,1528202386
820644292,0000010c43fc9ae9,7321,1390485875,762133789,147321183,3032363422,3863452199,1228079772,3655940265,3256747392,3605049359,3082119598,3797951244
820804178,0000010c43fc9ae9,7321,1390485875,3035985068,3250712853,3184998262,876598009,1251611104,2708671133,2441362698,2289020263,3157878059,3167098358
821032022,0000010c43fc9ae9,7321,1390485875,4152676281,4210943994,1325327616,2052280911,3695727960,4111308472,33030392,3983796141,4275219838,1320614582
821413545,0000010c43fc9ae9,7321,1390485875,1608153826,84395795,2960083928,2124739451,1232585065,3915092234,3825240100,1930854626,2747063633,4085343211
821750006,0000010c43fc9ae9,7321,1390485875,4152676281,4278235326,2479751540,632635576,1418044727,3302935905,255875068,3125865475,2935842435,1959195533
821820082,0000010c43fc9ae9,7321,1390485875,2126702556,3995009238,4003739520,4031458576,2836024175,2200303214,1040203264,3698977602,3117534390,2262091280
822174432,0000010c43fc9ae9,7321,1390485875,1777043923,2446254527,1551721276,3922456395,1397892032,1178781774,4461302,85835445,967546307,3502793319
822504504,0000010c43fc9ae9,7321,1390485875,4152676281,1962926074,2633812737,4104561822,3096554160,196199646,4160813056,3018304779,849243574,2746670436
822844343,0000010c43fc9ae9,7321,1390485875,3417748547,2528119566,3891748575,2194930760,1530340813,3936030770,3355512905,1739481284,1976675797,906465847
822984181,0000010c43fc9ae9,7321,1390485875,2534285646,3792633733,4119720260,801058721,698942887,3291968803,3191417877,46167808,2041314071,1740517732
823184810,0000010c43fc9ae9,7321,1390485875,3993608051,4010262773,4063168464,2610068082,1185596114,4294967295,2462879937,2898458726,977565291,1368208822
930794804,0000010c43fc9ae9,7321,1390485875,4241683877,421932026,1055726563,886042620,635245024,4088380457,2383936821,731576268,4212867293,925199636
931244150,0000010c43fc9ae9,7321,1390485875,1032059387,3970766360,1558100056,2950477610,4122840372,2571118124,3160916736,4057422073,3042596984,3674415035
935484091,0000010c43fc9ae9,7321,1390485875,4094486127,2981583456,1507768417,2045099733,1457482660,3841597193,2322706449,1358378774,3166802874,28858334
939221671,0000010c43fc9ae9,7321,1390485875,4241683877,421932026,1055726563,886042620,635245024,4088380457,2383936821,731576268,2409160424,142676791
939673642,0000010c43fc9ae9,7321,1390485875,4094486127,2981583456,1507768417,2045099733,1457482660,70947941,1041958480,2914117259,2613566827,866311834
19677091,0000010c43fc9b4d,7f94,1709806719,565141804,4043731016,3778595145,78470748,4119433082,3754376834,830610515,4131052347,1368540912,3848231117
425429654,0000010c43fc9b4d,7f94,1709806719,565141804,4043731016,3778595145,78470748,4119433082,3754376834,830610515,4131052347,1368540912,3848231117
826925893,0000010c43fc9b4d,7f94,1709806719,565141804,4043731016,3778595145,78470748,4119433082,206775197,118140347,1667460031,490081463,4152244937
831071670,0000010c43fc9b4d,7f94,1709806719,565141804,4043731016,3778595145,78470748,4119433082,3754376834,830610515,4131052347,1368540912,3848231117
834864348,0000010c43fc9b4d,7f94,1709806719,565141804,4043731016,3778595145,78470748,4119433082,2924399695,1374555610,1094295789,1197565435,3353479593
1035389302,0000010c43fc9bf6,ba01,1483538874,3234864705,438378790,4159563446,2711294058,916736210,3191182392,976597599,2971072476,1421489874,1751366875
