branch_family,sig8,body_prefix,field_pos_dec,field_pos_hex,bank_id,media_class,hits,branch_records,coverage_pct,selected_rule_note,manual_note_stage5
0000010c43fc6f85|4805,0000010c43fc6f85,4805,20,0x014,BANK_20,menu_background_fmv,6,29,20.69,Manual stage5 validation: clean menu/background FMV.,User-confirmed clean main-menu background FMV / ambient loop (stage4 BANK_20).
0000010c43fc6f8b|2402,0000010c43fc6f8b,2402,20,0x014,BANK_16,challenge_preview_fmv,6,41,14.63,Manual stage5 validation: clean challenge preview FMV.,User-confirmed clean challenge preview (cand1).
0000010c43fc6f91|2015,0000010c43fc6f91,2015,20,0x014,BANK_20,menu_background_fmv,4,6,66.67,Manual stage5 validation: clean menu/background FMV.,User-confirmed clean main-menu background FMV / ambient loop (stage4 BANK_20).
0000010c43fc6f91|201c,0000010c43fc6f91,201c,108,0x06C,BANK_17,challenge_preview_fmv,12,31,38.71,Manual stage5 validation: clean challenge preview FMV.,User-confirmed clean challenge preview (stage4 BANK_17).
0000010c43fc6f91|2402,0000010c43fc6f91,2402,148,0x094,BANK_14,challenge_preview_fmv,3,53,5.66,Manual stage5 validation: clean challenge preview FMV.,User-confirmed clean challenge preview (cand3).
0000010c43fc6f92|c807,0000010c43fc6f92,c807,20,0x014,BANK_16,challenge_preview_fmv,15,40,37.5,Manual stage5 validation: clean challenge preview FMV.,User-confirmed clean challenge preview (cand1).
0000010c43fc6f92|c900,0000010c43fc6f92,c900,164,0x0A4,BANK_14,challenge_preview_fmv,6,61,9.84,Manual stage5 validation: clean challenge preview FMV.,User-confirmed clean challenge preview (cand3).
