bank_id,media_class,hex_start,hex_end,start,end,expected_size_bytes,written_size_bytes,output_file,output_path,sha256,ffprobe_ok,ffprobe_error,format_name,duration,stream_count,stream_types,manual_status_stage5,manual_note_stage5,stage5_bank_class
BANK_14,challenge_preview_fmv,0x328C4A2B,0x32E14A2B,848054827,853625387,5570560,5570560,43fc6f_stage6_BANK_14_challenge_preview_fmv_328C4A2B_32E14A2B.pss,/mnt/data/semantic_pass_43fc6f_stage6/run/unique_media/43fc6f_stage6_BANK_14_challenge_preview_fmv_328C4A2B_32E14A2B.pss,9216fba9f80d37635136ab7e7e66b5e11ae387413ae84d0c688e501d5da9c51b,True,,mpeg,23.160000,1,video,validated_preview_clean,User-confirmed clean challenge preview (cand3).,clean_challenge_preview
BANK_16,challenge_preview_fmv,0x34670A3F,0x34B18A3F,879168063,884050495,4882432,4882432,43fc6f_stage6_BANK_16_challenge_preview_fmv_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage6/run/unique_media/43fc6f_stage6_BANK_16_challenge_preview_fmv_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,True,,mpeg,19.800000,1,video,validated_preview_clean,User-confirmed clean challenge preview (cand1).,clean_challenge_preview
BANK_17,challenge_preview_fmv,0x34B5CA43,0x350B4A43,884329027,889932355,5603328,5603328,43fc6f_stage6_BANK_17_challenge_preview_fmv_34B5CA43_350B4A43.pss,/mnt/data/semantic_pass_43fc6f_stage6/run/unique_media/43fc6f_stage6_BANK_17_challenge_preview_fmv_34B5CA43_350B4A43.pss,b632bd1be2e26a2390af486de1fbf953094b5a3a05c9a8ed94ff3d73645ee1b3,True,,mpeg,23.760000,1,video,validated_preview_clean,User-confirmed clean challenge preview (stage4 BANK_17).,clean_challenge_preview
BANK_20,menu_background_fmv,0x39B31E38,0x3A389E38,968039992,976789048,8749056,8749056,43fc6f_stage6_BANK_20_menu_background_fmv_39B31E38_3A389E38.pss,/mnt/data/semantic_pass_43fc6f_stage6/run/unique_media/43fc6f_stage6_BANK_20_menu_background_fmv_39B31E38_3A389E38.pss,994ccf2efb90116241e58305c9cd6e709c85d193432417076ba881ec485f6da2,True,,mpeg,55.160000,1,video,validated_menu_background_clean,User-confirmed clean main-menu background FMV / ambient loop (stage4 BANK_20).,clean_menu_background
