table_off_hex,target_off_hex,control_hex,nearest_marker_hex,nearest_marker_dist,nearest_marker_tag,nearest_path_hex,nearest_path_dist,nearest_path
0xb08,0x8734,0x5f,0x8757,35,l,0x8150,1508,S\PS2\OPTIONS.XML
0xb0c,0x6850,0x5e,0x685c,12,n,0x6d35,1253,FMV\GO2.PSS
0xb10,0xc458,0x5f,0xc49c,68,l,0xc6fa,674,TANK\CAR.PSM
0xb14,0xb378,0x5f,0xb395,29,l,0xb3a5,45,HUD\PACENOTES.PSB
0xb18,0x5ca8,0x21d,0x5c88,32,l,0x60b7,1039,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xb1c,0x3a74,0x60,0x3a81,13,n,0x396b,265,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0xb20,0x5cec,0x31d,0x5c88,100,l,0x60b7,971,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xb24,0x5938,0x60,0x594c,20,n,0x54aa,1166,HUD\HUD-TEMPLATE.PSB
0xb28,0xd300,0x25c,0xd309,9,l,0xd0d4,556,FMV\INV1.PSS
0xb2c,0x1b01,0x5f,0x1b22,33,n,0x18b7,586,VEHICLES\MOONBUGGY\WHEEL.PSM
0xb30,0x4db8,0x8000,0x4dbc,4,l,0x516a,946,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xb40,0xc412,0x255c,0xc40b,7,l,0xc6fa,744,TANK\CAR.PSM
0xb5c,0x685e,0x718,0x685c,2,n,0x6d35,1239,FMV\GO2.PSS
0xb60,0x8800,0x6059,0x8807,7,l,0x8150,1712,S\PS2\OPTIONS.XML
0xb68,0xe000,0x145d,0xdffa,6,l,0xe308,776,S\PS2\PROGRESS.XML
0xb6c,0x4c4c,0x62c,0x4c56,10,n,0x516a,1310,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xb70,0xa430,0x5f,0xa461,49,n,0x9f8c,1188,VEHICLES\JUMP\WHEEL.PSM
0xb74,0xf60c,0x5d,0xf616,10,n,0xf311,763,FMV\ELF3.PSS
0xb78,0x5ed8,0x480a,0x5ec4,20,n,0x60b7,479,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xb7c,0x5cb6,0xdb,0x5c88,46,l,0x60b7,1025,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xb80,0x6902,0x60,0x68e3,31,l,0x6d35,1075,FMV\GO2.PSS
0xb84,0x5a24,0x60,0x5a23,1,l,0x54aa,1402,HUD\HUD-TEMPLATE.PSB
0xb88,0x17e8,0x60,0x17e0,8,o,0x1782,102,\TNG\DATAPSM\COURSE\ITALY1\WALL_02-TGA.GXI
0xb8c,0x6968,0x60,0x693f,41,n,0x6d35,973,FMV\GO2.PSS
0xb90,0x8c08,0x60,0x8c16,14,n,0x8f62,858,\FMV\CHALL02.PSS
0xb94,0x4dc4,0xac13,0x4dbc,8,l,0x516a,934,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xb9c,0x5fb4,0xec00,0x5fa4,16,l,0x60b7,259,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xba4,0x6f4c,0x1801,0x6f4d,1,l,0x6fe7,155,APSM\COURSE\ITALY_S3\VHUTDOOR-TGA.GXI
0xbb0,0x607b,0xe000,0x6081,6,n,0x60b7,60,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xbb4,0x604a,0xac00,0x6055,11,l,0x60b7,109,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xbb8,0x5e69,0x5400,0x5e6e,5,l,0x60b7,590,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xbbc,0x6008,0x5400,0x601a,18,n,0x60b7,175,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xbc0,0x607b,0xac00,0x6081,6,n,0x60b7,60,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xbc4,0x5fe6,0xf800,0x5ff4,14,l,0x60b7,209,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xbc8,0x1e5c,0x4806,0x1e5f,3,n,0x18b7,1445,VEHICLES\MOONBUGGY\WHEEL.PSM
0xbcc,0x5f1c,0x9000,0x5f5c,64,l,0x60b7,411,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xbd0,0x5e59,0xd400,0x5e6e,21,l,0x60b7,606,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xbd8,0xd95c,0x4b05,0xd95a,2,n,0xd0d4,2184,FMV\INV1.PSS
0xbe4,0x300b,0x4db5,0x3009,2,n,0x34e6,1243,\TNG\DATAPSM\COURSE\FRANCE_M\MRTRUCKROOF-TGA.GXI
0xbe8,0xf7a9,0x325c,0xf7a4,5,l,0xf311,1176,FMV\ELF3.PSS
0xbf0,0x602a,0x9c00,0x601a,16,n,0x60b7,141,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xbf8,0x5f66,0xd400,0x5f5c,10,l,0x60b7,337,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xbfc,0x5f3b,0x2400,0x5f5c,33,l,0x60b7,380,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc00,0x5ede,0xd400,0x5ec4,26,n,0x60b7,473,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc18,0x9806,0x4c0d,0x9809,3,n,0x9f0e,1800,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0xc20,0x7c00,0x94d,0x7bfa,6,l,0x786c,916,FMV\MICROIDS.PSS
0xc24,0x4db4,0x8c27,0x4dbc,8,l,0x516a,950,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xc58,0x5ed0,0xf000,0x5ec4,12,n,0x60b7,487,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc5c,0x5ec4,0xe800,0x5ec4,0,n,0x60b7,499,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc60,0x6008,0x8000,0x601a,18,n,0x60b7,175,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc64,0x608c,0x8800,0x6081,11,n,0x60b7,43,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc68,0x605b,0x3c00,0x6055,6,l,0x60b7,92,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc6c,0x5fb6,0x8000,0x5fa4,18,l,0x60b7,257,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc70,0x5fb6,0x5400,0x5fa4,18,l,0x60b7,257,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc74,0x5f66,0xf000,0x5f5c,10,l,0x60b7,337,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc78,0x5e4a,0xfc00,0x5e36,20,n,0x60b7,621,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc7c,0x602b,0x9000,0x603b,16,n,0x60b7,140,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc80,0x5d5d,0x7400,0x5d57,6,l,0x60b7,858,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc84,0x4c7c,0x525,0x4c71,11,l,0x516a,1262,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xc88,0x5fa5,0xb400,0x5fa4,1,l,0x60b7,274,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc8c,0x5f96,0xf400,0x5fa4,14,l,0x60b7,289,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xc90,0x1d5e,0xf854,0x1d64,6,n,0x18b7,1191,VEHICLES\MOONBUGGY\WHEEL.PSM
0xc94,0x786c,0x100,0x7885,25,n,0x786c,0,FMV\MICROIDS.PSS
0xcac,0xec18,0x4c2a,0xec07,17,l,0xf311,1785,FMV\ELF3.PSS
0xcc8,0xff4c,0x174d,0xff41,11,o,0xfebe,142,\TNG\DATAPSM\COMMONTEXTURES\ICEWIN-TGA.GXI
0xccc,0x4d88,0xd007,0x4d67,33,n,0x516a,994,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xcd4,0x5eff,0xd800,0x5ec4,59,n,0x60b7,440,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xcdc,0x608d,0x5800,0x6081,12,n,0x60b7,42,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xce0,0x5fa5,0xd000,0x5fa4,1,l,0x60b7,274,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xd0c,0xcc08,0x15c,0xcc16,14,l,0xced9,721,"""\DATAPSM\COMMONTEXTURES\SIDERED2-TGA.GXI"
0xd10,0xa007,0x609d,0xa023,28,l,0x9f8c,123,VEHICLES\JUMP\WHEEL.PSM
0xd14,0x2400,0x5f0e,0x2412,18,n,0x2623,547,SPAIN_S1\ROAD1A-TGA.GXI
0xd18,0xc000,0x4c4b,0xbfe7,25,o,0xc003,3,SCREENS\PS2\RACERESULTS.XML
0xd20,0x4000,0x5f78,0x3ff9,7,n,0x4279,633,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0xd24,0xf800,0x5df7,0xf7f7,9,n,0xf311,1263,FMV\ELF3.PSS
0xd28,0x4c00,0x5fe8,0x4bee,18,n,0x516a,1386,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xd2c,0x8800,0x95e,0x8807,7,l,0x8150,1712,S\PS2\OPTIONS.XML
0xd30,0xd198,0xee4c,0xd197,1,l,0xd0d4,196,FMV\INV1.PSS
0xd34,0x8e0b,0x5e,0x8dff,12,l,0x8f62,343,\FMV\CHALL02.PSS
0xd38,0xb758,0x5f,0xb748,16,l,0xb67f,217,\CAR.PSM
0xd3c,0xf868,0x5d,0xf860,8,l,0xf311,1367,FMV\ELF3.PSS
0xd40,0x3cac,0x9c5f,0x3cae,2,l,0x396b,833,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0xd50,0x5414,0x5c,0x5437,35,n,0x5422,14,FMV\FUJ3.PSS
0xd54,0x2406,0x605c,0x2412,12,n,0x2623,541,SPAIN_S1\ROAD1A-TGA.GXI
0xd58,0xe000,0x602c,0xdffa,6,l,0xe308,776,S\PS2\PROGRESS.XML
0xd5c,0xa800,0x45e,0xa82c,44,o,0xaf03,1795,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI
0xd60,0xf940,0x4ac,0xf930,16,l,0xfebe,1406,\TNG\DATAPSM\COMMONTEXTURES\ICEWIN-TGA.GXI
0xd68,0x4c00,0x5e6c,0x4bee,18,n,0x516a,1386,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xd6c,0x6000,0x5f2c,0x5ff4,12,l,0x60b7,183,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xd70,0x9c00,0x95e,0x9bf5,11,l,0x9f0e,782,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0xd74,0x3b48,0x115c,0x3b55,13,l,0x396b,477,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0xd7c,0x5f4d,0x2800,0x5f5c,15,l,0x60b7,362,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xd80,0x602d,0x400,0x603b,14,n,0x60b7,138,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xd84,0x608e,0xa400,0x6081,13,n,0x60b7,41,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xd8c,0x5ed2,0xd800,0x5ec4,14,n,0x60b7,485,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xd94,0x5fd4,0x2000,0x5fcf,5,l,0x60b7,227,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xd98,0x601a,0x8c00,0x601a,0,n,0x60b7,157,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xda0,0x7407,0x74d,0x740d,6,l,0x71c0,583,VEHICLES\BRUNO\CAR.PSM
0xda4,0x4d48,0x4817,0x4d67,31,n,0x516a,1058,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xdac,0x606b,0xf000,0x6055,22,l,0x60b7,76,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xdb4,0x604c,0xec00,0x6055,9,l,0x60b7,107,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xdb8,0x5e7c,0xd000,0x5e87,11,l,0x60b7,571,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xdc0,0x3815,0x4c6c,0x380c,9,n,0x396b,342,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0xdc4,0x4c4b,0x220,0x4c56,11,n,0x516a,1311,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xdc8,0x9e30,0x60,0x9e1f,17,l,0x9f0e,222,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0xdcc,0x4c68,0xb00,0x4c71,9,l,0x516a,1282,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xdd0,0x3cf8,0x5f,0x3ce0,24,l,0x396b,909,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0xdd8,0x6cb8,0x60,0x6cac,12,n,0x6d35,125,FMV\GO2.PSS
0xddc,0xc76c,0x4b5c,0xc753,25,l,0xc6fa,114,TANK\CAR.PSM
0xde4,0x601a,0x3000,0x601a,0,n,0x60b7,157,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xde8,0x5e7d,0x2000,0x5e87,10,l,0x60b7,570,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xdec,0x5e1a,0xa800,0x5e20,6,n,0x60b7,669,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xdf4,0x5f5b,0xc000,0x5f5c,1,l,0x60b7,348,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xdf8,0x6009,0xec00,0x601a,17,n,0x60b7,174,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xdfc,0x5fe8,0x1c00,0x5ff4,12,l,0x60b7,207,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xe00,0x5ee2,0x800,0x5ec4,30,n,0x60b7,469,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xe04,0x4c6d,0x127,0x4c71,4,l,0x516a,1277,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xe08,0x606d,0x5400,0x6081,20,n,0x60b7,74,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xe10,0x5f97,0xa000,0x5fa4,13,l,0x60b7,288,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xe24,0x19bc,0xf006,0x19ce,18,o,0x18b7,261,VEHICLES\MOONBUGGY\WHEEL.PSM
0xe28,0x5fc7,0x9800,0x5fcf,8,l,0x60b7,240,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xe2c,0x604c,0x9800,0x6055,9,l,0x60b7,107,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xe34,0x5fc8,0xfc00,0x5fcf,7,l,0x60b7,239,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xe3c,0x5f4e,0x6800,0x5f5c,14,l,0x60b7,361,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xe44,0xc008,0x4c3c,0xc026,30,l,0xc003,5,SCREENS\PS2\RACERESULTS.XML
0xe48,0x4e9a,0x2c15,0x4eb6,28,n,0x516a,720,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xe4c,0x4d8f,0x6e2a,0x4d67,40,n,0x516a,987,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xe54,0x606e,0x9400,0x6081,19,n,0x60b7,73,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xe58,0x5f3d,0x7c00,0x5f5c,31,l,0x60b7,378,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xe5c,0x608f,0x7800,0x6081,14,n,0x60b7,40,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xe60,0x602d,0xd000,0x603b,14,n,0x60b7,138,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xe64,0x5de8,0xc800,0x5ddb,13,n,0x60b7,719,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xe6c,0x8c5d,0x28,0x8c5e,1,n,0x8f62,773,\FMV\CHALL02.PSS
0xe70,0xb807,0x5f89,0xb7c8,63,l,0xb67f,392,\CAR.PSM
0xe78,0x2000,0x607e,0x201a,26,n,0x2623,1571,SPAIN_S1\ROAD1A-TGA.GXI
0xe7c,0xa400,0x5ffa,0xa3d1,47,l,0x9f8c,1140,VEHICLES\JUMP\WHEEL.PSM
0xe80,0x5800,0x5fea,0x580c,12,n,0x54aa,854,HUD\HUD-TEMPLATE.PSB
0xe84,0x5400,0x603d,0x53ea,22,l,0x5422,34,FMV\FUJ3.PSS
0xe88,0x5800,0x24e,0x580c,12,n,0x54aa,854,HUD\HUD-TEMPLATE.PSB
0xe94,0x5cfc,0xa000,0x5d57,91,l,0x60b7,955,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xea4,0xf423,0xb4c,0xf413,16,n,0xf311,274,FMV\ELF3.PSS
0xea8,0x480a,0x609f,0x4809,1,l,0x4279,1425,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0xeac,0x3400,0x601b,0x340f,15,n,0x34e6,230,\TNG\DATAPSM\COURSE\FRANCE_M\MRTRUCKROOF-TGA.GXI
0xeb0,0x4400,0x5fd7,0x43f8,8,o,0x4279,391,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0xeb4,0xbc00,0x1d5c,0xbbe9,23,l,0xbee5,741,\TNG\DATAPSM\COURSE\ITALY_M1_FLIP\WATER-TGA.GXI
0xeb8,0x3806,0x606f,0x380c,6,n,0x396b,357,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0xebc,0x7400,0x604d,0x740d,13,l,0x71c0,576,VEHICLES\BRUNO\CAR.PSM
0xec0,0xc800,0x2a5c,0xc7fe,2,l,0xc6fa,262,TANK\CAR.PSM
0xec8,0x5800,0x5ee3,0x580c,12,n,0x54aa,854,HUD\HUD-TEMPLATE.PSB
0xecc,0xe800,0x94c,0xe7db,37,l,0xe4b5,843,HUD\HUD-NUMS.PSB
0xed0,0x8803,0x5fc9,0x8807,4,l,0x8150,1715,S\PS2\OPTIONS.XML
0xed4,0xac00,0x5c5c,0xac08,8,l,0xaf03,771,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI
0xedc,0x6400,0x6c,0x63e1,31,o,0x60b7,841,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xee0,0x7e01,0x60,0x7dfb,6,n,0x7f99,408,RSE\ITALY1\I2A_DIRT2-TGA.GXI
0xee4,0x4d88,0xcc07,0x4d67,33,n,0x516a,994,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xef4,0x8a4c,0x900e,0x8a38,20,n,0x8f62,1302,\FMV\CHALL02.PSS
0xf08,0xb14c,0x1c01,0xb122,42,l,0xaf03,585,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI
0xf20,0xc408,0xa4e,0xc40b,3,l,0xc6fa,754,TANK\CAR.PSM
0xf24,0x7f34,0xa75c,0x7f42,14,l,0x7f99,101,RSE\ITALY1\I2A_DIRT2-TGA.GXI
0xf28,0xd802,0x5f,0xd7f1,17,l,0xd0d4,1838,FMV\INV1.PSS
0xf2c,0xeb30,0x75d,0xeb32,2,l,0xe4b5,1659,HUD\HUD-NUMS.PSB
0xf30,0xbc8b,0xa23,0xbc92,7,l,0xbee5,602,\TNG\DATAPSM\COURSE\ITALY_M1_FLIP\WATER-TGA.GXI
0xf34,0xa010,0x60,0xa023,19,l,0x9f8c,132,VEHICLES\JUMP\WHEEL.PSM
0xf38,0xc7e4,0x5e,0xc7fe,26,l,0xc6fa,234,TANK\CAR.PSM
0xf3c,0x1cfc,0x60,0x1d1f,35,n,0x18b7,1093,VEHICLES\MOONBUGGY\WHEEL.PSM
0xf40,0x4c9c,0xa01,0x4cb1,21,n,0x516a,1230,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xf44,0xaaa4,0x5e,0xaa65,63,l,0xaf03,1119,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI
0xf48,0x3e74,0x5f,0x3e8f,27,n,0x4279,1029,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0xf4c,0xba30,0x5f,0xba55,37,l,0xb67f,945,\CAR.PSM
0xf50,0x5cd8,0xa01,0x5c88,80,l,0x60b7,991,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xf54,0x2e9c,0x60,0x2e94,8,n,0x2adf,957,CUPS\CUP_FUJSEM.PSM
0xf58,0xa11c,0x60,0xa138,28,l,0x9f8c,400,VEHICLES\JUMP\WHEEL.PSM
0xf60,0x4cd8,0x200,0x4cb1,39,n,0x516a,1170,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xf64,0xbb00,0x5e,0xbb01,1,n,0xbee5,997,\TNG\DATAPSM\COURSE\ITALY_M1_FLIP\WATER-TGA.GXI
0xf68,0x5dc0,0xe807,0x5dbb,5,n,0x60b7,759,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xf70,0x607f,0x4c00,0x6081,2,n,0x60b7,56,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xf74,0x5ef3,0x1000,0x5ec4,47,n,0x60b7,452,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xf78,0x5fec,0xc000,0x5ff4,8,l,0x60b7,203,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xf7c,0x5ec8,0xf000,0x5ec4,4,n,0x60b7,495,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xf80,0x5c69,0x15d,0x5c4e,27,n,0x60b7,1102,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xf84,0x5f2e,0xec00,0x5f5c,46,l,0x60b7,393,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xf88,0x214e,0xb28,0x2153,5,n,0x2623,1237,SPAIN_S1\ROAD1A-TGA.GXI
0xf8c,0x874c,0xa101,0x8757,11,l,0x8150,1532,S\PS2\OPTIONS.XML
0xf94,0x5401,0x35d,0x53ea,23,l,0x5422,33,FMV\FUJ3.PSS
0xf98,0x5df8,0xe804,0x5dfe,6,n,0x60b7,703,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xfa0,0xb002,0x25c,0xb00d,11,l,0xaf03,255,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI
0xfa4,0x2970,0xc00,0x2980,16,n,0x2adf,367,CUPS\CUP_FUJSEM.PSM
0xfa8,0x2f64,0x60,0x2f6e,10,n,0x2adf,1157,CUPS\CUP_FUJSEM.PSM
0xfac,0x7060,0x60,0x7050,16,l,0x6fe7,121,APSM\COURSE\ITALY_S3\VHUTDOOR-TGA.GXI
0xfb0,0x5dcc,0x60,0x5ddb,15,n,0x60b7,747,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xfb4,0x4dbc,0x60,0x4dbc,0,l,0x516a,942,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xfb8,0x2fac,0x60,0x2fad,1,n,0x2adf,1229,CUPS\CUP_FUJSEM.PSM
0xfc0,0x913c,0x60,0x912c,16,l,0x8f8e,430,\TNG\DATAPSM\COURSE\TURKEY_S2\TREE-TGA.GXI
0xfc4,0x78f4,0x2dbc,0x7900,12,n,0x786c,136,FMV\MICROIDS.PSS
0xfcc,0x785e,0x8c00,0x783a,36,n,0x786c,14,FMV\MICROIDS.PSS
0xfd4,0x4e54,0x5c47,0x4e50,4,n,0x516a,790,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xfd8,0x4144,0x4154,0x4147,3,n,0x4279,309,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0xfdc,0x5350,0x5c4d,0x5358,8,n,0x5422,210,FMV\FUJ3.PSS
0xfe0,0x4f46,0x544e,0x4f57,17,l,0x516a,548,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xfe4,0x5c53,0x524d,0x5c4e,5,n,0x60b7,1124,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xfe8,0x4c41,0x594c,0x4c33,14,n,0x516a,1321,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xff0,0xda14,0x383d,0xda24,16,n,0xe308,2292,S\PS2\PROGRESS.XML
0xff8,0x2200,0x30fc,0x21dc,36,l,0x2623,1059,SPAIN_S1\ROAD1A-TGA.GXI
0x1008,0x4f43,0x4d4d,0x4f34,15,l,0x516a,551,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x100c,0x4e4f,0x4554,0x4e50,1,n,0x516a,795,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1010,0x5458,0x5255,0x5437,33,n,0x5422,54,FMV\FUJ3.PSS
0x1014,0x5345,0x4d5c,0x5358,19,n,0x5422,221,FMV\FUJ3.PSS
0x1018,0x5341,0x4554,0x532e,19,o,0x5422,225,FMV\FUJ3.PSS
