start,end,size,shape,tags,count,mirror_partner,is_mirrored,is_canonical,mirror_exact
59682140,59682145,5,mixed,BX91,1,465434703.0,True,True,True
59691386,59691391,5,mixed,BX91,1,465443949.0,True,True,True
59777482,59777487,5,mixed,BX91,1,465530045.0,True,True,True
59786664,59786669,5,mixed,BX91,1,465539227.0,True,True,True
59888263,59888268,5,mixed,BX91,1,465640826.0,True,True,True
59945900,59945905,5,mixed,BX*Hd,1,465698463.0,True,True,True
60048268,60048273,5,mixed,BX{,1,465800831.0,True,True,True
60057679,60057721,42,mixed,BX*Hd|BX{,2,465810242.0,True,True,True
60089434,60089439,5,mixed,BX*Hd,1,465841997.0,True,True,True
60145924,60145929,5,mixed,BX91,1,465898487.0,True,True,True
60155103,60155108,5,mixed,BX91,1,465907666.0,True,True,True
60176677,60176682,5,mixed,BX91,1,465929240.0,True,True,True
60185907,60185912,5,mixed,BX91,1,465938470.0,True,True,True
60206669,60206674,5,mixed,BX91,1,465959232.0,True,True,True
60215444,60215449,5,mixed,BX91,1,465968007.0,True,True,True
60271068,60271073,5,mixed,BX91,1,466023631.0,True,True,True
