start,end,size,shape,tags,count
201643073,201643146,73,mixed,BX91|BXQ,2
201647375,201647445,70,mixed,BX91|BXU,2
201658904,201658909,5,mixed,BXA0,1
201663173,201663178,5,mixed,BX91,1
201674604,201674609,5,mixed,BX91,1
201712619,201712664,45,mixed,BX91|BXA0,2
201727395,201727487,92,mixed,BX91|BXA0|BXI1,3
201731530,201731572,42,mixed,BX91|BXA0,2
201742731,201742819,88,mixed,BX91|BXI1,2
201747504,201747509,5,mixed,BX91,1
201767026,201767088,62,mixed,BXU|BX{,2
201771183,201771237,54,mixed,BXU|BX{,2
201782255,201782352,97,mixed,BX91|BXI1,2
201786346,201786351,5,mixed,BXI1,1
201797574,201797579,5,mixed,BX91,1
201812727,201812821,94,mixed,BX91|BXI1,2
201852118,201852217,99,mixed,BX91|BXA0|BXI1,3
201867392,201867471,79,mixed,BX91|BXA0|BXI1,3
201871666,201871745,79,mixed,BX91|BXA0|BXI1,3
201883322,201883444,122,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
201887641,201887729,88,mixed,BX91|BXA0|BXI1,3
201907321,201907370,49,mixed,BX91|BXA0,2
201911315,201911356,41,mixed,BX91|BXA0,2
201922627,201922718,91,mixed,BX91|BXA0|BXI1,3
201926781,201926876,95,mixed,BX91|BXA0|BXI1,3
201938478,201938571,93,mixed,BX91|BXA0|BXI1,3
201942653,201942696,43,mixed,BX91|BXA0,2
201954451,201954548,97,mixed,BX91|BXA0|BXI1,3
201978047,201978094,47,mixed,BX91|BXBa,2
201993733,201993771,38,mixed,BX91|BXA0,2
202009793,202009878,85,mixed,BX91|BXA0|BXI1,3
202032894,202033053,159,mixed,BX91|BXA0|BX{,3
202039874,202039914,40,mixed,BX91|BXA0,2
202069338,202069343,5,mixed,BXA0,1
202079500,202079505,5,mixed,BXA0,1
202103452,202103544,92,mixed,BX91|BXA0|BXI1,3
202114799,202114854,55,mixed,BXA0|BXI1,2
202137372,202137464,92,mixed,BX91|BXI1,2
202145909,202145999,90,mixed,BX91|BXA0|BXI1,3
202164696,202164788,92,mixed,BX91|BXA0|BXU,3
202172520,202172612,92,mixed,BX91|BXA0|BXU,3
202194688,202194693,5,mixed,BX{,1
202200959,202200964,5,mixed,BX{,1
202214251,202214447,196,primary_chain_no4,BX*Hd|BX91|BXA0|BX{,4
202219206,202219211,5,mixed,BX*Hd,1
202230974,202230979,5,mixed,BXT,1
202235033,202235197,164,mixed,BX91|BX{,2
202245400,202245442,42,mixed,BX91|BXA0,2
202249289,202249327,38,mixed,BX91|BXA0,2
202279022,202279134,112,mixed,BX*Hd|BX91|BXI1,3
202282558,202282715,157,mixed,BX91|BXA0|BXI1|BX{,4
202291529,202291600,71,primary_chain_no4,BX*Hd|BX91|BXA0,3
202295087,202295092,5,mixed,BX{,1
202303607,202303692,85,mixed,BX91|BXI1,2
202306821,202306904,83,mixed,BX91|BXA0|BXI1,3
202322549,202322595,46,mixed,BX91|BXBa,2
202332996,202333099,103,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
202343296,202343335,39,mixed,BX91|BXA0,2
202346165,202346170,5,mixed,BX{,1
202356668,202356750,82,mixed,BX91|BXA0|BXU,3
202371966,202372051,85,mixed,BX91|BXA0|BX{,3
202399677,202399804,127,mixed,BX91|BXA0|BXI1|BX{,4
202404205,202404241,36,mixed,BX91|BXA0,2
202417232,202417305,73,mixed,BX91|BXA0|BXQ,3
202422178,202422211,33,mixed,BX91|BXA0,2
202435236,202435307,71,mixed,BX91|BXA0|BXU,3
202458764,202458842,78,mixed,BX91|BXA0|BX{,3
202463258,202463335,77,mixed,BX91|BXA0|BX{,3
202474816,202474888,72,mixed,BX91|BXA0|BXI1,3
202479006,202479076,70,mixed,BX91|BXA0|BXI1,3
202490651,202490724,73,mixed,BX91|BXA0|BXI1,3
202495065,202495098,33,mixed,BX91|BXA0,2
202506830,202506868,38,mixed,BX91|BXA0,2
202511290,202511327,37,mixed,BX91|BXA0,2
202530246,202530281,35,mixed,BX91|BXA0,2
202546872,202546877,5,mixed,BX91,1
202563530,202563535,5,mixed,BX91,1
202622521,202622526,5,mixed,BX91,1
202640073,202640111,38,mixed,BX91|BXA0,2
202645006,202645044,38,mixed,BX91|BXA0,2
202658448,202658453,5,mixed,BX91,1
202701712,202701717,5,mixed,BX91,1
202719347,202719415,68,mixed,BX91|BXA0|BXU,3
202723995,202724000,5,mixed,BX{,1
202737132,202737204,72,mixed,BX91|BXA0|BXT,3
202742183,202742220,37,mixed,BX91|BXA0,2
202781480,202781518,38,mixed,BX91|BXA0,2
202786549,202786582,33,mixed,BX91|BXA0,2
202800678,202800752,74,mixed,BX91|BXA0|BXU,3
202819966,202819999,33,mixed,BX91|BXA0,2
202825077,202825114,37,mixed,BX91|BXA0,2
202846210,202846252,42,mixed,BX91|BXA0,2
202851225,202851266,41,mixed,BX91|BXA0,2
202864722,202864799,77,mixed,BX91|BXA0|BXI1,3
202882685,202882842,157,mixed,BX91|BXA0|BX{,3
202888018,202888023,5,mixed,BXU,1
202900721,202900871,150,mixed,BX91|BXA0|BX{,3
202925654,202925696,42,mixed,BX91|BXBa,2
202942025,202942097,72,mixed,BX91|BXA0|BXI1,3
202946310,202946315,5,mixed,BXI1,1
202959100,202959181,81,mixed,BX91|BXA0|BXI1,3
202963812,202963884,72,mixed,BX91|BXA0|BXI1,3
202977259,202977381,122,mixed,BX91|BXA0|BX{,3
202982099,202982232,133,mixed,BX91|BXA0|BX{,3
203002989,203003069,80,variant_chain,BX91|BXBa|BX{,3
203007915,203007998,83,variant_chain,BX91|BXBa|BX{,3
203021692,203021766,74,mixed,BX91|BXA0|BXI1,3
203040663,203040703,40,mixed,BX91|BXA0,2
203046049,203046218,169,mixed,BX91|BXA0|BXU|BX{,4
203060129,203060170,41,mixed,BX91|BXA0,2
203065509,203065548,39,mixed,BX91|BXA0,2
203086251,203086333,82,mixed,BX91|BXA0|BX{,3
203091606,203091689,83,mixed,BX91|BXA0|BX{,3
203105408,203105479,71,mixed,BX91|BXA0|BXI1,3
203124743,203124817,74,mixed,BX91|BXA0|BXI1,3
203131052,203131133,81,mixed,BX91|BXA0|BXI1,3
203145324,203145472,148,mixed,BX91|BXA0|BXI1|BX{,4
203171268,203171304,36,mixed,BX91|BXBa,2
203188021,203188161,140,mixed,BX91|BXA0|BX{,3
203203406,203203444,38,mixed,BX91|BXBa,2
203219628,203219759,131,mixed,BX91|BXA0|BXU|BX{,4
203243324,203243364,40,mixed,BX91|BXBa,2
203259223,203259261,38,mixed,BX91|BXA0,2
203263637,203263675,38,mixed,BX91|BXA0,2
203275596,203275668,72,mixed,BX91|BXA0|BXI1,3
203280168,203280206,38,mixed,BX91|BXA0,2
203292127,203292165,38,mixed,BX91|BXA0,2
203296851,203296962,111,mixed,BX91|BXA0|BXI1|BX{,4
203316741,203316819,78,mixed,BX91|BXA0|BX{,3
203321621,203321697,76,mixed,BX91|BXA0|BX{,3
203333836,203333877,41,mixed,BXA0|BXI1,2
203351116,203351189,73,mixed,BX91|BXA0|BXI1,3
203368901,203368969,68,mixed,BX91|BXA0|BXI1,3
203394195,203394273,78,mixed,BX91|BXBa|BXU,3
203412368,203412424,56,mixed,BX91|BXA0,2
203417771,203417808,37,mixed,BX91|BXA0,2
203431226,203431264,38,mixed,BX91|BXA0,2
203436966,203437017,51,mixed,BX91|BXA0,2
203450822,203450894,72,mixed,BX91|BXA0|BXI1,3
203477204,203477254,50,mixed,BX91|BXBa,2
203482765,203482803,38,mixed,BX91|BXBa,2
203496603,203496721,118,mixed,BX91|BXA0|BXI1|BXQ,4
203502174,203502305,131,mixed,BX91|BXA0|BXI1|BXT,4
203515705,203515775,70,mixed,BX91|BXA0|BXI1,3
203534609,203534682,73,mixed,BX91|BXA0|BXI1,3
203539954,203539959,5,mixed,BXI1,1
203560368,203560445,77,mixed,BX91|BXA0|BXU,3
203565792,203565866,74,mixed,BX91|BXA0|BXU,3
203579615,203579653,38,mixed,BX91|BXA0,2
203585653,203585705,52,mixed,BX91|BXA0,2
203600128,203600168,40,mixed,BX91|BXA0,2
203606711,203606749,38,mixed,BX91|BXA0,2
203621642,203621681,39,mixed,BX91|BXA0,2
203650062,203650100,38,mixed,BX91|BXA0,2
203656748,203656787,39,mixed,BX91|BXA0,2
203672221,203672262,41,mixed,BX91|BXA0,2
203678991,203679088,97,mixed,BX91|BXA0|BXI1,3
203694810,203694891,81,mixed,BX91|BXA0|BXI1,3
203701951,203702035,84,mixed,BX91|BXA0|BXI1,3
203717862,203717911,49,mixed,BXA0|BXI1,2
203724904,203724985,81,mixed,BX91|BXA0|BXI1,3
203747518,203747556,38,mixed,BX91|BXBa,2
203770684,203770835,151,mixed,BX91|BXA0|BXI1|BXU,4
203793167,203793249,82,mixed,BX91|BXA0|BXI1,3
203799647,203799729,82,mixed,BX91|BXA0|BXI1,3
203814472,203814554,82,mixed,BX91|BXA0|BXI1,3
203841567,203841572,5,mixed,BX91,1
203847550,203847555,5,mixed,BX91,1
203861534,203861618,84,mixed,BX91|BXA0|BXI1,3
203881074,203881164,90,mixed,BX91|BXA0|BXI1,3
203900536,203900621,85,mixed,BX91|BXA0|BXI1,3
203906097,203906190,93,mixed,BX91|BXA0|BXI1,3
203927326,203927331,5,mixed,BX91,1
203947363,203947455,92,mixed,BX91|BXA0|BXI1,3
203953224,203953317,93,mixed,BX91|BXA0|BXI1,3
203967239,203967321,82,mixed,BX91|BXA0|BXI1,3
203986923,203987069,146,mixed,BX91|BXA0|BXI1|BXQ,4
204013550,204013597,47,mixed,BX91|BXA0,2
204019476,204019516,40,mixed,BX91|BXA0,2
204034505,204034644,139,mixed,BX91|BXA0|BX{,3
204041104,204041246,142,mixed,BX91|BXA0|BX{,3
204058092,204058244,152,mixed,BX91|BXA0|BX{,3
204083329,204083371,42,mixed,BX91|BXBa,2
204090887,204090929,42,mixed,BX91|BXBa,2
204115203,204115297,94,mixed,BX91|BXA0|BX{,3
204140002,204140087,85,mixed,BX91|BXA0|BXI1,3
204163943,204164030,87,mixed,BX91|BXA0|BXQ,3
204170599,204170683,84,mixed,BX91|BXA0|BXQ,3
204186845,204186882,37,mixed,BX91|BXA0,2
204193090,204193124,34,mixed,BX91|BXA0,2
204215017,204215022,5,mixed,BX91,1
204234958,204235034,76,mixed,BX91|BXA0|BXI1,3
204255081,204255166,85,mixed,BX91|BXA0|BXI1,3
204274878,204275047,169,mixed,BX91|BXA0|BX{,3
204280458,204280628,170,mixed,BX91|BXA0|BX{,3
204302087,204302183,96,variant_chain,BX91|BXBa|BX{,3
204321455,204321587,132,mixed,BX91|BXA0|BX{,3
204341335,204341419,84,mixed,BX91|BXA0|BXQ,3
204346702,204346707,5,mixed,BXI1,1
204361614,204361679,65,mixed,BX91|BXA0,2
204367432,204367437,5,mixed,BX91,1
204389768,204389807,39,mixed,BX91|BXA0,2
204395490,204395531,41,mixed,BX91|BXA0,2
204411164,204411313,149,mixed,BX91|BXI1|BX{,3
204433157,204433231,74,mixed,BX91|BXI1,2
204455503,204455508,5,mixed,BX91,1
204461914,204461919,5,mixed,BX91,1
204484981,204485095,114,mixed,BX91|BX{,2
204491345,204491350,5,mixed,BX91,1
204508376,204508458,82,mixed,BX91|BXA0|BXI1,3
204514994,204515073,79,mixed,BX91|BXA0|BXI1,3
204532236,204532322,86,mixed,BX91|BXA0|BXU,3
204556392,204556482,90,mixed,BX91|BXA0|BXI1,3
204587104,204587147,43,mixed,BX91|BXA0,2
204593591,204593634,43,mixed,BX91|BXA0,2
204610042,204610126,84,mixed,BX91|BXA0|BXI1,3
204630978,204631073,95,mixed,BX91|BXA0|BXI1,3
204651684,204651774,90,mixed,BX91|BXU,2
204679417,204679463,46,mixed,BX91|BXBa,2
204684970,204685009,39,mixed,BX91|BXBa,2
204699760,204699803,43,mixed,BX91|BXBa,2
204719952,204720112,160,mixed,BX91|BXA0|BX{,3
204725450,204725601,151,mixed,BX91|BXA0|BX{,3
204740197,204740241,44,mixed,BX91|BXA0,2
204768027,204768073,46,mixed,BX91|BXBa,2
204773535,204773576,41,mixed,BX91|BXBa,2
204788068,204788112,44,mixed,BX91|BXA0,2
204808528,204808683,155,mixed,BX91|BXA0|BX{,3
204814420,204814564,144,mixed,BX91|BXA0|BX{,3
204830169,204830320,151,mixed,BX91|BXA0|BXU|BX{,4
204859638,204859681,43,mixed,BX91|BXA0,2
204865668,204865714,46,mixed,BX91|BXA0,2
204881996,204882001,5,mixed,BXA0,1
204903771,204903822,51,mixed,BX91|BXA0,2
204925080,204925085,5,mixed,BX91,1
204930836,204930841,5,mixed,BX91,1
204953482,204953487,5,mixed,BX91,1
204974072,204974077,5,mixed,BX91,1
204993425,204993430,5,mixed,BX91,1
205012134,205012139,5,mixed,BX91,1
205044039,205044044,5,mixed,BX91,1
205057099,205057138,39,mixed,BX91|BXA0,2
205061775,205061820,45,mixed,BX91|BXA0,2
205079055,205079060,5,mixed,BX91,1
205091891,205091896,5,mixed,BX91,1
205135913,205135952,39,mixed,BX91|BXA0,2
205157162,205157203,41,mixed,BX91|BXA0,2
205163090,205163131,41,mixed,BX91|BXA0,2
205177577,205177621,44,mixed,BX91|BXA0,2
205204685,205204731,46,mixed,BX91|BXBa,2
205210428,205210479,51,mixed,BX91|BXBa,2
205226012,205226152,140,mixed,BX91|BXA0|BXI1|BX{,4
205247129,205247269,140,mixed,BX91|BXA0|BXI1|BX{,4
205252952,205253037,85,mixed,BX91|BXA0|BXI1,3
205268468,205268511,43,mixed,BX91|BXA0,2
205296569,205296654,85,variant_chain,BX91|BXBa|BX{,3
205302613,205302696,83,variant_chain,BX91|BXBa|BX{,3
205317390,205317542,152,mixed,BX91|BXA0|BX{,3
205337677,205337752,75,mixed,BX91|BXBa|BXT,3
205343165,205343315,150,mixed,BX91|BXBa|BXT|BX{,4
205357198,205357271,73,mixed,BX91|BXA0|BXQ,3
205382629,205382672,43,mixed,BX91|BXBa,2
205399682,205399766,84,mixed,BX91|BXA0|BXI1,3
205415954,205415992,38,mixed,BX91|BXA0,2
205432086,205432221,135,mixed,BX91|BXA0|BXI1|BX{,4
205459521,205459526,5,mixed,BX91,1
205471379,205471451,72,mixed,BX91|BXA0|BXI1,3
205475559,205475596,37,mixed,BX91|BXA0,2
205487909,205487981,72,mixed,BX91|BXA0|BXU,3
205492532,205492604,72,mixed,BX91|BXA0|BXU,3
205505221,205505259,38,mixed,BX91|BXA0,2
205530194,205530231,37,mixed,BX91|BXA0,2
205547265,205547334,69,mixed,BX91|BXA0|BXI1,3
205563573,205563610,37,mixed,BX91|BXA0,2
205579641,205579678,37,mixed,BX91|BXA0,2
205603840,205603878,38,mixed,BX91|BXA0,2
205620477,205620548,71,mixed,BX91|BXA0|BXI1,3
205637213,205637282,69,mixed,BX91|BXA0|BXU,3
205655091,205655158,67,mixed,BX91|BXBa|BXU,3
205680429,205680466,37,mixed,BX91|BXBa,2
205699201,205699274,73,mixed,BX91|BXA0|BXI1,3
205704132,205704204,72,mixed,BX91|BXA0|BXI1,3
205717879,205717917,38,mixed,BX91|BXA0,2
205722918,205723072,154,mixed,BX91|BXA0|BX{,3
205736486,205736523,37,mixed,BX91|BXA0,2
205762573,205762642,69,variant_chain,BX91|BXBa|BX{,3
205780120,205780190,70,mixed,BX91|BXA0|BXI1,3
205798093,205798188,95,mixed,BX91|BXA0|BXI1|BX{,4
205802922,205803022,100,mixed,BX91|BXA0|BXI1|BX{,4
205816385,205816483,98,mixed,BX91|BXI1|BX{,3
205821258,205821361,103,mixed,BX91|BXA0|BXI1|BX{,4
205842358,205842396,38,mixed,BX91|BXA0,2
205847439,205847477,38,mixed,BX91|BXA0,2
205860604,205860673,69,mixed,BX91|BXA0|BXI1,3
205879230,205879300,70,mixed,BX91|BXA0|BXI1,3
205884266,205884336,70,mixed,BX91|BXA0|BXI1,3
205899265,205899335,70,mixed,BX91|BXA0|BXI1,3
205905120,205905190,70,mixed,BX91|BXA0|BXI1,3
205927803,205927916,113,mixed,BX91|BXA0|BX{,3
205933952,205933989,37,mixed,BX91|BXA0,2
205949050,205949121,71,mixed,BX91|BXA0|BXI1,3
205954909,205954980,71,mixed,BX91|BXA0|BXI1,3
205969534,205969571,37,mixed,BX91|BXA0,2
205975009,205975197,188,mixed,BX91|BXA0|BX{,3
205988318,205988356,38,mixed,BX91|BXA0,2
205993530,205993567,37,mixed,BX91|BXA0,2
206013225,206013302,77,mixed,BX91|BXA0|BX{,3
206018496,206018583,87,mixed,BX91|BXA0|BX{,3
206033014,206033103,89,mixed,BX91|BXA0|BXI1,3
206039185,206039190,5,mixed,BX{,1
206054300,206054390,90,mixed,BX91|BXA0|BXT,3
206060703,206060871,168,mixed,BX91|BXA0|BXT|BX{,4
206075210,206075296,86,mixed,BX91|BXA0|BXQ,3
206101283,206101327,44,mixed,BX91|BXBa,2
206118806,206118897,91,mixed,BX91|BXA0|BXI1,3
206123381,206123470,89,mixed,BX91|BXA0|BXI1,3
206135824,206135869,45,mixed,BX91|BXA0,2
206140505,206140546,41,mixed,BX91|BXA0,2
206153033,206153133,100,mixed,BX91|BXA0|BXU,3
206157708,206157799,91,mixed,BX91|BXA0|BXU,3
206178108,206178268,160,mixed,BX91|BXA0|BX{,3
206182885,206183031,146,mixed,BX91|BXA0|BX{,3
206195549,206195633,84,mixed,BX91|BXBa|BXI1,3
206200310,206200351,41,mixed,BX91|BXBa,2
206213329,206213471,142,mixed,BX91|BXA0|BX{,3
206218247,206218252,5,mixed,BXU,1
206231352,206231393,41,mixed,BX91|BXA0,2
206257123,206257226,103,variant_chain,BX91|BXBa|BX{,3
206274799,206274842,43,mixed,BX91|BXA0,2
206292758,206292802,44,mixed,BX91|BXA0,2
206297372,206297515,143,mixed,BX91|BXA0|BX{,3
206310352,206310499,147,mixed,BX91|BXA0|BXI1|BX{,4
206315040,206315133,93,mixed,BX91|BXA0|BXI1,3
206334966,206335056,90,mixed,BX91|BXA0|BX{,3
206339889,206339981,92,mixed,BX91|BXA0|BX{,3
206352913,206352996,83,mixed,BX91|BXA0|BXU,3
206357695,206357735,40,mixed,BX91|BXA0,2
206370673,206370760,87,mixed,BX91|BXBa|BXU,3
206387715,206387753,38,mixed,BX91|BXBa,2
206411348,206411391,43,mixed,BX91|BXA0,2
206427148,206427233,85,mixed,BX91|BXA0|BXI1,3
206431335,206431340,5,mixed,BXQ,1
206442856,206442896,40,mixed,BX91|BXA0,2
206447127,206447212,85,mixed,BX91|BXA0|BXU,3
206458192,206458230,38,mixed,BX91|BXA0,2
206462216,206462256,40,mixed,BX91|BXA0,2
206480371,206480421,50,mixed,BX91|BXA0,2
206498923,206498965,42,mixed,BX91|BXA0,2
206507653,206507691,38,mixed,BX91|BXA0,2
206527401,206527436,35,mixed,BX91|BXA0,2
206553419,206553456,37,mixed,BX91|BXA0,2
206562404,206562441,37,mixed,BX91|BXA0,2
206593272,206593314,42,mixed,BX91|BXBa,2
206605640,206605691,51,mixed,BX91|BXBa,2
206630770,206630925,155,mixed,BX91|BXU|BX{,3
206641729,206641763,34,mixed,BX91|BXA0,2
206663167,206663308,141,variant_chain,BX91|BXBa|BX{,3
206671659,206671697,38,mixed,BX91|BXBa,2
206689043,206689078,35,mixed,BX91|BXA0,2
206695480,206695566,86,mixed,BX91|BXA0|BXQ,3
206716928,206716970,42,mixed,BX91|BXBa,2
206734703,206734776,73,mixed,BX91|BXA0|BXI1,3
206752044,206752117,73,mixed,BX91|BXA0|BXI1,3
206793467,206793610,143,mixed,BX91|BXBa|BXU|BX{,4
213017747,213017752,5,mixed,BXQ,1
214031539,214031544,5,mixed,BXT,1
215865351,215865356,5,mixed,BX{,1
216057676,216057681,5,mixed,BXT,1
217940953,217940958,5,mixed,BXU,1
223568802,223568807,5,mixed,BXQ,1
223602698,223602703,5,mixed,BXQ,1
224752613,224752618,5,mixed,BXQ,1
224787373,224787378,5,mixed,BXI1,1
234694864,234694869,5,mixed,BXT,1
238651068,238651073,5,mixed,BXQ,1
240550897,240550902,5,mixed,BXU,1
242021374,242021379,5,mixed,BXT,1
248255124,248255129,5,mixed,BX{,1
248892643,248892648,5,mixed,BXU,1
251038372,251038377,5,mixed,BXT,1
252935345,252935350,5,mixed,BXT,1
257490690,257490695,5,mixed,BXT,1
263151049,263151054,5,mixed,BX{,1
264979140,264979145,5,mixed,BXT,1
265364458,265364463,5,mixed,BXT,1
266398989,266398994,5,mixed,BX{,1
266402153,266402158,5,mixed,BX{,1
266550332,266550337,5,mixed,BX{,1
269347404,269347409,5,mixed,BXQ,1
269411499,269411504,5,mixed,BXT,1
269430687,269430692,5,mixed,BXT,1
281039246,281039251,5,mixed,BXT,1
283061181,283061186,5,mixed,BXU,1
286254128,286254133,5,mixed,BX{,1
293529732,293529737,5,mixed,BXU,1
299341234,299341239,5,mixed,BX{,1
306566170,306566175,5,mixed,BXU,1
307478841,307478846,5,mixed,BX{,1
312279245,312279250,5,mixed,BXT,1
312702753,312702758,5,mixed,BXQ,1
315262340,315262345,5,mixed,BXT,1
320535753,320535758,5,mixed,BXU,1
328584440,328584445,5,mixed,BXT,1
330572352,330572357,5,mixed,BX{,1
341610442,341610447,5,mixed,BXT,1
341827699,341827704,5,mixed,BXQ,1
349303964,349303969,5,mixed,BXT,1
350611479,350611484,5,mixed,BXU,1
350642930,350642935,5,mixed,BXU,1
353439362,353439367,5,mixed,BXT,1
359970851,359970856,5,mixed,BX{,1
360123699,360123704,5,mixed,BXU,1
360146726,360146731,5,mixed,BXU,1
366458886,366458891,5,mixed,BXU,1
367856282,367856287,5,mixed,BXT,1
370272955,370272960,5,mixed,BXT,1
370724159,370724164,5,mixed,BXQ,1
370738412,370738417,5,mixed,BX{,1
373118038,373118043,5,mixed,BXT,1
374688219,374688224,5,mixed,BXT,1
374916063,374916068,5,mixed,BX{,1
375080254,375080259,5,mixed,BXU,1
375093415,375093420,5,mixed,BXU,1
375111448,375111453,5,mixed,BX{,1
379851020,379851025,5,mixed,BX{,1
380017422,380017427,5,mixed,BXU,1
380032050,380032055,5,mixed,BXU,1
381075063,381075068,5,mixed,BXU,1
389916676,389916681,5,mixed,BXQ,1
390274215,390274220,5,mixed,BX{,1
398005055,398005060,5,mixed,BXU,1
402622599,402622604,5,mixed,BXU,1
405774037,405774139,102,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
405778338,405778437,99,primary_chain_no4,BX*Hd|BX91|BXA0|BXU,4
405789285,405789389,104,primary_chain_no4,BX*Hd|BX91|BXA0|BXQ,4
405804002,405804110,108,primary_chain_no4,BX*Hd|BX91|BXA0|BXT,4
405826036,405826109,73,variant_chain,BX91|BXBa|BX{,3
405829908,405829994,86,variant_chain,BX91|BXBa|BX{,3
405840688,405840793,105,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
405844625,405844730,105,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
405855610,405855723,113,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
405870454,405870526,72,primary_chain_no4,BX*Hd|BX91|BXA0,3
405893610,405893650,40,mixed,BX91|BX{,2
405913175,405913180,5,mixed,BX91,1
405924091,405924096,5,mixed,BX91,1
405974160,405974165,5,mixed,BX91,1
405987369,405987374,5,mixed,BX91,1
406001179,406001184,5,mixed,BX91,1
406053204,406053209,5,mixed,BX91,1
406063003,406063008,5,mixed,BXQ,1
406097449,406097486,37,mixed,BX91|BXA0,2
406100625,406100658,33,mixed,BX91|BXA0,2
406110036,406110073,37,mixed,BX91|BXA0,2
406123060,406123104,44,mixed,BXA0|BXU,2
406145686,406145691,5,mixed,BX{,1
406149089,406149094,5,mixed,BX{,1
406158375,406158459,84,mixed,BX91|BXA0|BXI1,3
406170948,406171041,93,mixed,BX91|BXI1,2
406174309,406174398,89,mixed,BX91|BXI1,2
406183543,406183548,5,mixed,BX91,1
406205663,406205668,5,mixed,BXU,1
406217098,406217161,63,primary_chain_no4,BX*Hd|BX91|BXA0,3
406228425,406228540,115,primary_chain_no4,BX*Hd|BX91|BXA0|BXU,4
406239840,406239911,71,primary_chain_no4,BX*Hd|BX91|BXA0,3
406261829,406261834,5,mixed,BX{,1
406264901,406264906,5,mixed,BX{,1
406273340,406273376,36,mixed,BX91|BXA0,2
406285153,406285241,88,mixed,BX91|BXA0|BXI1,3
406297832,406297875,43,mixed,BX91|BXA0,2
406333559,406333564,5,mixed,BX91,1
406347593,406347629,36,mixed,BX91|BXBa,2
406363616,406363651,35,mixed,BX91|BXA0,2
406403520,406403562,42,mixed,BXA0|BXI1,2
406418480,406418551,71,primary_chain_no4,BX*Hd|BX91|BXA0,3
406422876,406422986,110,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
406434751,406434821,70,primary_chain_no4,BX*Hd|BX91|BXA0,3
406439022,406439134,112,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
406460176,406460181,5,mixed,BX{,1
406464729,406464734,5,mixed,BX{,1
406476776,406476843,67,primary_chain_no4,BX*Hd|BX91|BXA0,3
406481194,406481261,67,primary_chain_no4,BX*Hd|BX91|BXA0,3
406493797,406493868,71,mixed,BX91|BXA0|BXU,3
406511053,406511089,36,mixed,BX91|BXA0,2
406537124,406537129,5,mixed,BX{,1
406552973,406553015,42,mixed,BXA0|BXI1,2
406557194,406557199,5,mixed,BX91,1
406568422,406568494,72,mixed,BX*Hd|BXBa,2
406584507,406584578,71,mixed,BX*Hd|BX91|BXU,3
406588791,406588796,5,mixed,BXA0,1
406623757,406623762,5,mixed,BX91,1
406638076,406638081,5,mixed,BXU,1
406652358,406652430,72,mixed,BX91|BXI1|BXT,3
406676328,406676333,5,mixed,BX{,1
406690221,406690226,5,mixed,BX*Hd,1
406719455,406719460,5,mixed,BXA0,1
406758384,406758462,78,mixed,BX91|BXA0|BXI1,3
406774347,406774401,54,mixed,BXA0|BXI1,2
406790092,406790132,40,mixed,BX91|BXA0,2
406814879,406814884,5,mixed,BXA0,1
406831561,406831649,88,mixed,BX91|BXA0|BXI1,3
406848637,406848720,83,mixed,BX91|BXI1,2
406865582,406865670,88,mixed,BX91|BXI1,2
406892079,406892132,53,mixed,BXBa|BX{,2
406909224,406909315,91,mixed,BX91|BXA0|BXI1,3
406925478,406925577,99,mixed,BX91|BXA0|BXI1,3
406941906,406941999,93,mixed,BX91|BXA0|BXI1,3
406967888,406967893,5,mixed,BX{,1
406983335,406983340,5,mixed,BX91,1
406999012,406999017,5,mixed,BX91,1
407003486,407003491,5,mixed,BXQ,1
407015036,407015041,5,mixed,BX91,1
407019413,407019418,5,mixed,BXT,1
407055749,407055754,5,mixed,BXA0,1
407060015,407060020,5,mixed,BX91,1
407072157,407072162,5,mixed,BX91,1
407076748,407076753,5,mixed,BXBa,1
407088575,407088618,43,mixed,BX91|BXA0,2
407129456,407129540,84,mixed,BX91|BXA0|BXI1,3
407146818,407146858,40,mixed,BX91|BXA0,2
407152226,407152271,45,mixed,BX91|BXA0,2
407166060,407166106,46,mixed,BX91|BXA0,2
407193441,407193489,48,mixed,BXU|BX{,2
407211796,407211889,93,mixed,BX91|BXA0|BXI1,3
407216770,407216775,5,mixed,BXQ,1
407229814,407229915,101,mixed,BX91|BXBa|BXQ,3
407234559,407234613,54,mixed,BXBa|BXQ,2
407247810,407247906,96,mixed,BX91|BXQ,2
407274260,407274265,5,mixed,BX{,1
407291182,407291220,38,mixed,BX*Hd|BX91,2
407308071,407308110,39,mixed,BX*Hd|BX91,2
407324554,407324632,78,mixed,BX*Hd|BXQ|BXQ,3
407328907,407328912,5,mixed,BX91,1
407366563,407366568,5,mixed,BX91,1
407370979,407370984,5,mixed,BXQ,1
407382881,407382922,41,mixed,BX91|BXBa,2
407399224,407399229,5,mixed,BXA0,1
407441711,407441716,5,mixed,BX91,1
407446115,407446120,5,mixed,BX*Hd,1
