start,end,size,shape,tags,count
914694729,914694769,40,mixed,BX91|BXA0,2
914700112,914700156,44,mixed,BX91|BXA0,2
914713869,914713874,5,mixed,BX91,1
914719131,914719136,5,mixed,BX91,1
914733092,914733097,5,mixed,BX91,1
914777955,914778041,86,mixed,BX91|BXA0|BXI1,3
914782682,914782768,86,mixed,BX91|BXA0|BXI1,3
914795311,914795392,81,mixed,BX91|BXA0|BXI1,3
914799938,914800025,87,mixed,BX91|BXA0|BXI1,3
914813035,914813117,82,mixed,BX91|BXA0|BXI1,3
914817645,914817742,97,mixed,BX91|BXA0|BXI1,3
914839059,914839064,5,mixed,BXBa,1
914856308,914856492,184,primary_chain,BX*Hd|BX91|BXA0|BXI1|BX{,5
914873075,914873152,77,mixed,BX91|BXA0|BXI1,3
914890514,914890651,137,mixed,BX91|BXA0|BXI1|BX{,4
914916602,914916607,5,mixed,BX{,1
914921237,914921242,5,mixed,BX{,1
914933356,914933469,113,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
914937938,914938014,76,primary_chain_no4,BX*Hd|BX91|BXA0,3
914950294,914950363,69,primary_chain_no4,BX*Hd|BX91|BXA0,3
914955183,914955250,67,primary_chain_no4,BX*Hd|BX91|BXA0,3
914967589,914967697,108,mixed,BX*Hd|BX91|BXI1,3
914972252,914972356,104,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
914993181,914993186,5,mixed,BXU,1
914997857,914997862,5,mixed,BXU,1
915010054,915010102,48,mixed,BXA0|BXT,2
915014544,915014621,77,mixed,BX91|BXA0|BXT,3
915027087,915027125,38,mixed,BX91|BXA0,2
915031811,915031816,5,mixed,BX91,1
915044388,915044494,106,mixed,BX91|BXA0|BX{,3
915069455,915069460,5,mixed,BXU,1
915085741,915085805,64,mixed,BXA0|BXU|BX{,3
915101767,915101871,104,mixed,BX91|BXA0|BXU|BX{,4
915117859,915117926,67,mixed,BX91|BXBa|BXQ,3
915142190,915142263,73,mixed,BXU|BX{,2
915158424,915158461,37,mixed,BX91|BXA0,2
915162590,915162595,5,mixed,BX*Hd,1
915174639,915174675,36,mixed,BXA0|BXI1,2
915178944,915179046,102,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
915191649,915191686,37,mixed,BX91|BXA0,2
915217719,915217724,5,mixed,BXU,1
915238423,915238492,69,mixed,BX91|BXA0|BXI1,3
915244271,915244342,71,mixed,BX91|BXA0|BXI1,3
915258436,915258473,37,mixed,BX91|BXA0,2
915275610,915275679,69,mixed,BX91|BXA0|BXI1,3
915318883,915318953,70,mixed,BX91|BXA0|BXI1,3
915323683,915323752,69,mixed,BX91|BXA0|BXI1,3
915337004,915337041,37,mixed,BX91|BXA0,2
915341948,915341953,5,mixed,BX91,1
915354783,915354896,113,mixed,BX91|BXA0|BX{,3
915359041,915359079,38,mixed,BX91|BXA0,2
915380806,915380811,5,mixed,BXA0,1
915398440,915398507,67,mixed,BX91|BXA0|BXI1,3
915416538,915416543,5,mixed,BXU,1
915421238,915421275,37,mixed,BX91|BXA0,2
915435101,915435139,38,mixed,BX91|BXA0,2
915440363,915440400,37,mixed,BX91|BXA0,2
915462463,915462468,5,mixed,BXU,1
915480851,915480919,68,mixed,BX91|BXA0|BXQ,3
915498569,915498634,65,mixed,BX91|BXT,2
915503496,915503533,37,mixed,BX91|BX{,2
915517004,915517042,38,mixed,BX91|BXA0,2
915522026,915522063,37,mixed,BX91|BXU,2
915560640,915560645,5,mixed,BX91,1
915577443,915577448,5,mixed,BXU,1
915594001,915594006,5,mixed,BX91,1
915636947,915636992,45,mixed,BX91|BXA0,2
915654826,915654867,41,mixed,BX91|BXA0,2
915659505,915659546,41,mixed,BX91|BXA0,2
915672786,915672791,5,mixed,BX91,1
915677765,915677770,5,mixed,BX91,1
915699737,915699742,5,mixed,BXU,1
915705269,915705274,5,mixed,BXU,1
915718386,915718480,94,mixed,BX91|BXI1,2
915735751,915735756,5,mixed,BX91,1
915754000,915754005,5,mixed,BX91,1
915759117,915759122,5,mixed,BX91,1
915786484,915786489,5,mixed,BXU,1
915800446,915800530,84,mixed,BX91|BXI1,2
915820231,915820236,5,mixed,BX91,1
915825385,915825390,5,mixed,BX91,1
915839524,915839563,39,mixed,BX*Hd|BX91,2
915845152,915845157,5,mixed,BX91,1
915867568,915867672,104,mixed,BX91|BX{,2
915873072,915873077,5,mixed,BX{,1
915887343,915887388,45,mixed,BX91|BXA0,2
915892700,915892749,49,mixed,BX91|BXA0,2
915907586,915907765,179,mixed,BX91|BXA0|BX{,3
915928364,915928411,47,mixed,BX91|BXA0,2
915933961,915934040,79,primary_chain_no4,BX*Hd|BX91|BXA0,3
915956731,915956826,95,mixed,BX91|BXA0|BX{,3
915978898,915978937,39,mixed,BX91|BXA0,2
915985602,915985644,42,mixed,BX91|BXA0,2
916001922,916001964,42,mixed,BX91|BXA0,2
916008753,916008797,44,mixed,BX91|BXA0,2
916023936,916024020,84,mixed,BX91|BXA0|BXU,3
916030025,916030106,81,mixed,BX91|BXA0|BXU,3
916051997,916052002,5,mixed,BXA0,1
916056744,916056749,5,mixed,BXA0,1
916068855,916068941,86,mixed,BX91|BXA0|BXI1,3
916073079,916073134,55,mixed,BXA0|BXI1,2
916085239,916085329,90,mixed,BX91|BXI1,2
916089698,916089788,90,mixed,BX91|BXA0|BXI1,3
916108259,916108264,5,mixed,BXQ,1
916132465,916132470,5,mixed,BX{,1
916169596,916169757,161,mixed,BX*Hd|BX91|BX{,3
916178835,916178874,39,mixed,BX*Hd|BX91,2
916198692,916198866,174,mixed,BX*Hd|BXI1|BX{,3
916206587,916206702,115,mixed,BX*Hd|BX91|BXI1,3
916228158,916228337,179,mixed,BX91|BXU|BX{,3
916236580,916236585,5,mixed,BX91,1
916265429,916265434,5,mixed,BX{,1
916274772,916274777,5,mixed,BX{,1
916296389,916296459,70,primary_chain_no4,BX*Hd|BX91|BXA0,3
916304858,916305005,147,mixed,BX91|BXA0|BX{,3
916324824,916324937,113,primary_chain_no4,BX*Hd|BX91|BXA0|BXT,4
916332361,916332403,42,mixed,BX91|BXA0,2
916349923,916350007,84,mixed,BX91|BXA0|BXI1,3
916356050,916356131,81,mixed,BX91|BXA0|BXI1,3
916378262,916378308,46,mixed,BX91|BXBa,2
916383419,916383465,46,mixed,BX91|BXBa,2
916396838,916396948,110,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
916401396,916401511,115,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
916414378,916414463,85,mixed,BX91|BXA0|BXI1,3
916418823,916418910,87,mixed,BX91|BXA0|BXI1,3
916431975,916432048,73,mixed,BX91|BXA0|BXI1,3
916436398,916436483,85,mixed,BX91|BXA0|BXI1,3
916457278,916457364,86,mixed,BX91|BXA0|BX{,3
916488708,916488809,101,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
916492392,916492493,101,primary_chain_no4,BX*Hd|BX91|BXA0|BXU,4
916504370,916504472,102,primary_chain_no4,BX*Hd|BX91|BXA0|BXQ,4
916508585,916508687,102,primary_chain_no4,BX*Hd|BX91|BXA0|BXQ,4
916520897,916521002,105,primary_chain_no4,BX*Hd|BX91|BXA0|BXQ,4
916525270,916525375,105,primary_chain_no4,BX*Hd|BX91|BXA0|BXQ,4
916544606,916544643,37,mixed,BX91|BXA0,2
916548791,916548828,37,mixed,BX91|BXA0,2
916560565,916560668,103,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
916564810,916564915,105,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
916576711,916576821,110,primary_chain_no4,BX*Hd|BX91|BXA0|BXU,4
916581254,916581325,71,primary_chain_no4,BX*Hd|BX91|BXA0,3
916593611,916593681,70,primary_chain_no4,BX*Hd|BX91|BXA0,3
916598486,916598558,72,primary_chain_no4,BX*Hd|BX91|BXA0,3
916618441,916618481,40,mixed,BX91|BX{,2
916623053,916623091,38,mixed,BX91|BX{,2
916635307,916635312,5,mixed,BX91,1
916639919,916639924,5,mixed,BX91,1
916652373,916652378,5,mixed,BX91,1
916706922,916706927,5,mixed,BX91,1
916721714,916721719,5,mixed,BX91,1
916725529,916725566,37,mixed,BX*Hd|BX91,2
916737317,916737322,5,mixed,BX91,1
916792707,916792712,5,mixed,BXU,1
916796714,916796792,78,mixed,BX91|BXU,2
916808713,916808718,5,mixed,BXT,1
916812874,916812879,5,mixed,BXT,1
916849269,916849387,118,mixed,BX91|BXA0|BX{,3
916853334,916853367,33,mixed,BX91|BXA0,2
916865761,916865798,37,mixed,BX91|BXA0,2
916870076,916870115,39,mixed,BX91|BXA0,2
916881853,916881964,111,mixed,BX*Hd|BXA0|BXQ,3
916886090,916886132,42,mixed,BXA0|BXQ,2
916906621,916906682,61,mixed,BX{|BX{,2
916910397,916910456,59,mixed,BX{|BX{,2
916920491,916920575,84,mixed,BX91|BXA0|BXU,3
916923857,916923862,5,mixed,BX91,1
916933916,916934010,94,mixed,BX91|BXU,2
916937424,916937429,5,mixed,BX91,1
916947226,916947231,5,mixed,BX91,1
916950553,916950558,5,mixed,BX91,1
916970467,916970472,5,mixed,BXU,1
916973869,916973874,5,mixed,BXU,1
916982920,916983020,100,primary_chain_no4,BX*Hd|BX91|BXA0|BXT,4
916986022,916986090,68,primary_chain_no4,BX*Hd|BX91|BXA0,3
916995536,916995608,72,primary_chain_no4,BX*Hd|BX91|BXA0,3
916998880,916998970,90,primary_chain_no4,BX*Hd|BX91|BXA0,3
917008246,917008357,111,primary_chain_no4,BX*Hd|BX91|BXA0|BXU,4
917011575,917011649,74,primary_chain_no4,BX*Hd|BX91|BXA0,3
917031416,917031421,5,mixed,BX{,1
917034751,917034756,5,mixed,BX{,1
917044189,917044225,36,mixed,BX91|BXA0,2
917047418,917047459,41,mixed,BX91|BXA0,2
917057391,917057434,43,mixed,BX91|BXA0,2
917061121,917061161,40,mixed,BX91|BXA0,2
917071444,917071514,70,mixed,BX91|BXA0|BXA0,3
917075060,917075102,42,mixed,BXA0|BXA0,2
917110142,917110147,5,mixed,BX91,1
917114569,917114607,38,mixed,BX91|BXA0,2
917127232,917127268,36,mixed,BX91|BXA0,2
917132399,917132435,36,mixed,BX91|BXA0,2
917146120,917146197,77,mixed,BX91|BXA0|BXT,3
917151254,917151335,81,mixed,BX91|BXA0|BXT,3
917189656,917189730,74,mixed,BX91|BXA0|BXI1,3
917194139,917194216,77,mixed,BX91|BXA0|BXI1,3
917207100,917207210,110,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
917211904,917212031,127,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
917225230,917225298,68,primary_chain_no4,BX*Hd|BX91|BXA0,3
917230068,917230136,68,primary_chain_no4,BX*Hd|BX91|BXA0,3
917252345,917252388,43,mixed,BX{|BX{,2
917257042,917257047,5,mixed,BX{,1
917269631,917269698,67,primary_chain_no4,BX*Hd|BX91|BXA0,3
917273954,917274022,68,primary_chain_no4,BX*Hd|BX91|BXA0,3
917286423,917286492,69,mixed,BX91|BXA0|BXI1,3
917290913,917290981,68,mixed,BX91|BXA0|BXI1,3
917303465,917303501,36,mixed,BX91|BXA0,2
917307962,917307997,35,mixed,BX91|BXA0,2
917329659,917329664,5,mixed,BX{,1
917333926,917333931,5,mixed,BX{,1
917345525,917345625,100,mixed,BX*Hd|BXA0|BXI1,3
917349674,917349740,66,primary_chain_no4,BX*Hd|BX91|BXA0,3
917361037,917361108,71,mixed,BX*Hd|BXA0,2
917365274,917365340,66,primary_chain_no4,BX*Hd|BX91|BXA0,3
917376872,917376941,69,mixed,BX*Hd|BX91|BXU,3
917381274,917381343,69,mixed,BX*Hd|BX91|BXBa,3
917418208,917418213,5,mixed,BX91,1
917433894,917433899,5,mixed,BXU,1
917438481,917438564,83,mixed,BX91|BXT|BXQ,3
917449817,917449882,65,mixed,BX91|BXI1|BXI1,3
917454507,917454542,35,mixed,BX91|BXI1,2
917476189,917476194,5,mixed,BX{,1
917480767,917480772,5,mixed,BX{,1
917493570,917493676,106,mixed,BX*Hd|BXI1,2
917498137,917498142,5,mixed,BXI1,1
917530156,917530161,5,mixed,BXA0,1
917535540,917535545,5,mixed,BXA0,1
917577325,917577401,76,mixed,BX91|BXI1,2
917582871,917582955,84,mixed,BX91|BXI1,2
917598026,917598118,92,mixed,BX91|BXI1,2
917603627,917603706,79,mixed,BX91|BXI1,2
917618469,917618555,86,mixed,BX91|BXA0|BXI1,3
917624194,917624271,77,mixed,BX91|BXQ,2
917667023,917667111,88,mixed,BX91|BXA0|BXI1,3
917672388,917672471,83,mixed,BX91|BXA0|BXI1,3
917685832,917685916,84,mixed,BX91|BXI1,2
917691061,917691145,84,mixed,BX91|BXI1,2
917703954,917704045,91,mixed,BX91|BXI1,2
917708573,917708671,98,mixed,BX91|BXI1,2
917730875,917730880,5,mixed,BXBa,1
917735586,917735591,5,mixed,BXBa,1
917747593,917747684,91,mixed,BX91|BXA0|BXI1,3
917752475,917752563,88,mixed,BX91|BXA0|BXI1,3
917764412,917764509,97,mixed,BX91|BXA0|BXI1,3
917768813,917768903,90,mixed,BX91|BXA0|BXI1,3
917781707,917781795,88,mixed,BX91|BXA0|BXI1,3
917786760,917786765,5,mixed,BXA0,1
917809013,917809018,5,mixed,BX{,1
917813789,917813794,5,mixed,BX{,1
917825523,917825528,5,mixed,BX91,1
917830304,917830309,5,mixed,BX*Hd,1
917843302,917843394,92,mixed,BX91|BXT,2
917848201,917848206,5,mixed,BX91,1
917860860,917860898,38,mixed,BX*Hd|BX91,2
917865728,917865858,130,mixed,BX*Hd|BX91|BXT,3
917887423,917887428,5,mixed,BX{,1
917891817,917891822,5,mixed,BX{,1
917905024,917905074,50,mixed,BXA0|BXI1,2
917910062,917910150,88,mixed,BX91|BXA0|BXI1,3
917923281,917923367,86,mixed,BX91|BXI1,2
917928320,917928403,83,mixed,BX91|BXBa|BXI1,3
917941878,917941967,89,mixed,BX91|BXA0|BXU,3
917947556,917947655,99,mixed,BX91|BXA0|BXU,3
917989396,917989482,86,mixed,BX91|BXA0|BXU,3
917994564,917994604,40,mixed,BX91|BXA0,2
918007959,918007998,39,mixed,BX91|BXA0,2
918012847,918012892,45,mixed,BX91|BXA0,2
918026774,918026820,46,mixed,BX91|BXA0,2
918031915,918031961,46,mixed,BX91|BXA0,2
918054238,918054286,48,mixed,BXU|BX{,2
918059426,918059473,47,mixed,BXU|BX{,2
918073269,918073313,44,mixed,BX91|BXA0,2
918078411,918078451,40,mixed,BX91|BXA0,2
918092108,918092152,44,mixed,BX91|BXA0,2
918097337,918097427,90,mixed,BX91|BXA0|BXI1,3
918110750,918110843,93,mixed,BX91|BXU,2
918115705,918115710,5,mixed,BX91,1
918137445,918137450,5,mixed,BX{,1
918142258,918142263,5,mixed,BX{,1
918154863,918154973,110,mixed,BX*Hd|BX91|BXI1,3
918171814,918171937,123,mixed,BX*Hd|BX91|BXQ,3
918176617,918176731,114,mixed,BX*Hd|BX91|BXU,3
918189165,918189243,78,mixed,BX*Hd|BXQ|BXQ,3
918194042,918194081,39,mixed,BX*Hd|BX91,2
918232306,918232311,5,mixed,BX91,1
918236739,918236744,5,mixed,BXQ,1
918247945,918248025,80,mixed,BX91|BXA0|BXU,3
918252344,918252390,46,mixed,BXBa|BXU,2
918263821,918263826,5,mixed,BXA0,1
918304432,918304437,5,mixed,BX91,1
918308574,918308610,36,mixed,BX*Hd|BX91,2
918320526,918320563,37,mixed,BX*Hd|BX91,2
918324949,918324954,5,mixed,BXBa,1
918337189,918337194,5,mixed,BXQ,1
918341659,918341772,113,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
918378801,918378888,87,mixed,BX91|BXA0|BXI1,3
918383518,918383595,77,mixed,BX91|BXA0|BXI1,3
918395340,918395460,120,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
918399810,918399927,117,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
918412521,918412610,89,mixed,BX91|BXA0|BXI1,3
918417267,918417357,90,mixed,BX91|BXA0|BXI1,3
918437688,918437774,86,mixed,BX91|BXA0|BX{,3
918442208,918442287,79,mixed,BX91|BXA0|BX{,3
918453728,918453772,44,mixed,BX91|BXA0,2
918457700,918457823,123,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
918468809,918468899,90,mixed,BX91|BXA0|BXA0,3
918472666,918472763,97,mixed,BX91|BXA0|BXA0,3
918483287,918483378,91,mixed,BX91|BXA0|BXA0,3
918487418,918487457,39,mixed,BX91|BXA0,2
918507607,918507612,5,mixed,BX91,1
918511468,918511473,5,mixed,BX91,1
918521208,918521250,42,mixed,BX91|BXA0,2
918524512,918524517,5,mixed,BX91,1
918534112,918534208,96,mixed,BX91|BXI1,2
918537495,918537500,5,mixed,BX91,1
918547890,918547895,5,mixed,BX91,1
918551307,918551425,118,mixed,BX91|BXI1,2
918571014,918571019,5,mixed,BX91,1
918574476,918574481,5,mixed,BX91,1
918583547,918583644,97,mixed,BX91|BXA0|BXI1,3
918586733,918586824,91,mixed,BX91|BXA0|BXI1,3
918596273,918596405,132,mixed,BX91|BXA0|BXI1,3
918599591,918599685,94,mixed,BX91|BXA0|BXI1,3
918609353,918609444,91,mixed,BX91|BXA0|BXI1,3
918613040,918613135,95,mixed,BX91|BXA0|BXQ,3
918632604,918632609,5,mixed,BXBa,1
918636090,918636095,5,mixed,BXBa,1
918645835,918645921,86,mixed,BX91|BXA0|BXI1,3
918649586,918649699,113,mixed,BX91|BXA0|BXI1,3
918660259,918660313,54,mixed,BX91|BXA0,2
918664263,918664308,45,mixed,BX91|BXA0,2
918675407,918675412,5,mixed,BX91,1
918679707,918679712,5,mixed,BX91,1
918716642,918716682,40,mixed,BX*Hd|BX91,2
918733054,918733093,39,mixed,BX*Hd|BX91,2
918737526,918737568,42,mixed,BX*Hd|BX91,2
918749447,918749487,40,mixed,BX*Hd|BX91,2
918754018,918754059,41,mixed,BX*Hd|BX91,2
918790330,918790370,40,mixed,BX91|BXA0,2
918794658,918794703,45,mixed,BX91|BXA0,2
918806635,918806640,5,mixed,BX91,1
918811031,918811036,5,mixed,BX91,1
918822923,918822928,5,mixed,BX91,1
918863378,918863466,88,mixed,BX91|BXA0|BXU,3
918867773,918867859,86,mixed,BX91|BXA0|BXU,3
918879645,918879724,79,mixed,BX91|BXA0|BXI1,3
918883893,918883934,41,mixed,BX91|BXA0,2
918894904,918894946,42,mixed,BX91|BXA0,2
918898616,918898664,48,mixed,BX91|BXA0,2
918919151,918919205,54,mixed,BX91|BXA0,2
918922858,918922915,57,mixed,BX91|BXA0,2
918933839,918933966,127,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
918937662,918937709,47,mixed,BX91|BXA0,2
918948717,918948794,77,mixed,BX91|BXA0|BXI1,3
918952547,918952589,42,mixed,BX91|BXA0,2
918963531,918963623,92,mixed,BX91|BXA0|BXI1,3
918967302,918967393,91,mixed,BX91|BXA0|BXI1,3
918987823,918987828,5,mixed,BX{,1
918991572,918991577,5,mixed,BX{,1
919001809,919001939,130,mixed,BX*Hd|BX91|BXI1,3
919005459,919005576,117,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
919016291,919016359,68,primary_chain_no4,BX*Hd|BX91|BXA0,3
919019924,919019991,67,primary_chain_no4,BX*Hd|BX91|BXA0,3
919030752,919030860,108,mixed,BX*Hd|BX91|BXQ,3
919034434,919034500,66,primary_chain_no4,BX*Hd|BX91|BXA0,3
919054772,919054777,5,mixed,BXU,1
919058630,919058635,5,mixed,BXU,1
919069621,919069706,85,mixed,BX91|BXA0|BXU,3
919073460,919073498,38,mixed,BX91|BXA0,2
919084898,919084903,5,mixed,BX91,1
919088942,919089015,73,mixed,BX91|BXU,2
919100280,919100354,74,mixed,BX91|BXA0|BXU,3
919104328,919104400,72,mixed,BX91|BXA0|BXU,3
919124684,919124689,5,mixed,BXU,1
919128614,919128619,5,mixed,BXU,1
919139665,919139702,37,mixed,BXA0|BXI1,2
919143461,919143498,37,mixed,BXA0|BXI1,2
919154490,919154558,68,mixed,BX91|BXA0|BXI1,3
919158465,919158533,68,mixed,BX91|BXA0|BXI1,3
919169545,919169613,68,mixed,BX91|BXA0|BXI1,3
919173461,919173529,68,mixed,BX91|BXA0|BXI1,3
919193735,919193812,77,mixed,BXU|BX{,2
919197276,919197353,77,mixed,BXU|BX{,2
919207042,919207079,37,mixed,BX91|BXA0,2
919210209,919210308,99,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
919219913,919219980,67,mixed,BX91|BXA0|BXI1,3
919223045,919223163,118,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
919232394,919232461,67,mixed,BX91|BXA0|BXI1,3
919235566,919235633,67,mixed,BX91|BXA0|BXI1,3
919255089,919255094,5,mixed,BXU,1
919258271,919258347,76,mixed,BXU|BX{,2
919266972,919267039,67,mixed,BX91|BXA0|BXI1,3
919269820,919269887,67,mixed,BX91|BXA0|BXI1,3
919278616,919278683,67,mixed,BX91|BXA0|BXI1,3
919281593,919281660,67,mixed,BX91|BXA0|BXI1,3
919290363,919290430,67,mixed,BX91|BXA0|BXI1,3
919293315,919293382,67,mixed,BX91|BXA0|BXI1,3
919324682,919324749,67,mixed,BX91|BXA0|BXI1,3
919327462,919327529,67,mixed,BX91|BXA0|BXI1,3
919336540,919336607,67,mixed,BX91|BXA0|BXI1,3
919339657,919339726,69,mixed,BX91|BXI1,2
919349405,919349472,67,mixed,BX91|BXA0|BXI1,3
919352838,919352905,67,mixed,BX91|BXA0|BXI1,3
919371447,919371452,5,mixed,BXBa,1
919375376,919375381,5,mixed,BXBa,1
919386491,919386560,69,mixed,BX91|BXA0|BXI1,3
919390643,919390712,69,mixed,BX91|BXA0|BXI1,3
919402537,919402606,69,mixed,BX91|BXA0|BXU,3
919406536,919406605,69,mixed,BX91|BXA0|BXU,3
919417533,919417570,37,mixed,BX91|BXA0,2
919421185,919421222,37,mixed,BX91|BXA0,2
919440841,919440846,5,mixed,BXU,1
919444530,919444535,5,mixed,BXU,1
919458395,919458432,37,mixed,BX91|BXA0,2
919469240,919469245,5,mixed,BX91,1
919473321,919473358,37,mixed,BX91|BX{,2
919484738,919484806,68,mixed,BX91|BXA0|BXI1,3
919488712,919488785,73,mixed,BX91|BXU|BXQ,3
919524168,919524173,5,mixed,BX91,1
919528165,919528170,5,mixed,BX91,1
919544463,919544468,5,mixed,BX91,1
919555814,919555819,5,mixed,BX91,1
919559978,919560055,77,mixed,BX91|BXI1,2
919594309,919594402,93,mixed,BX91|BXA0|BXI1,3
919597983,919598073,90,mixed,BX91|BXA0|BXI1,3
919608739,919608833,94,mixed,BX91|BXA0|BXI1,3
919612487,919612573,86,mixed,BX91|BXA0|BXI1,3
919622851,919622895,44,mixed,BX91|BXA0,2
919626648,919626653,5,mixed,BX91,1
919646802,919646807,5,mixed,BXU,1
919650283,919650288,5,mixed,BXU,1
919660198,919660295,97,mixed,BX91|BXU,2
919663606,919663611,5,mixed,BX91,1
919674082,919674087,5,mixed,BX91,1
919677745,919677750,5,mixed,BX91,1
919688263,919688268,5,mixed,BX91,1
919692171,919692261,90,mixed,BX91|BXT,2
919726814,919726928,114,mixed,BX91|BXA0|BXQ,3
919730454,919730533,79,mixed,BX91|BXA0|BXI1,3
919741958,919741997,39,mixed,BX91|BXA0,2
919746048,919746087,39,mixed,BX91|BXA0,2
919757483,919757561,78,primary_chain_no4,BX*Hd|BX91|BXA0,3
919761805,919761894,89,mixed,BX91|BXA0|BXU,3
919782374,919782423,49,mixed,BX91|BXBa,2
919786640,919786681,41,mixed,BX91|BXBa,2
919798357,919798447,90,mixed,BX91|BXA0|BXI1,3
919802484,919802579,95,mixed,BX91|BXA0|BXI1,3
919814660,919814748,88,mixed,BX91|BXA0|BXI1,3
919819046,919819173,127,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
919831194,919831286,92,mixed,BX91|BXA0|BXI1,3
919835608,919835735,127,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
919856651,919856698,47,mixed,BX91|BXA0,2
919861145,919861192,47,mixed,BX91|BXA0,2
919873108,919873190,82,mixed,BX91|BXA0|BXI1,3
919877446,919877534,88,mixed,BX91|BXA0|BXI1,3
919889044,919889131,87,mixed,BX91|BXA0|BXI1,3
919893102,919893194,92,mixed,BX91|BXA0|BXI1,3
919904415,919904501,86,mixed,BX91|BXA0|BXI1,3
919908485,919908565,80,mixed,BX91|BXA0|BXI1,3
919928626,919928667,41,mixed,BXBa|BX{,2
919932384,919932438,54,mixed,BXBa|BX{,2
919942145,919942228,83,mixed,BX91|BXA0|BXI1,3
919945685,919945739,54,mixed,BXA0|BXI1,2
919955629,919955717,88,mixed,BX91|BXI1,2
919959244,919959335,91,mixed,BX91|BXA0|BXI1,3
919969633,919969674,41,mixed,BX91|BXA0,2
919973096,919973187,91,mixed,BX91|BXA0|BXU,3
919992891,919992896,5,mixed,BX{,1
919996655,919996660,5,mixed,BX{,1
920011334,920011370,36,mixed,BX*Hd|BX91,2
920022728,920022767,39,mixed,BX*Hd|BX91,2
920040114,920040119,5,mixed,BX*Hd,1
920045484,920045521,37,mixed,BX*Hd|BX91,2
920064185,920064273,88,mixed,BX91|BXA0|BXQ,3
920072411,920072493,82,mixed,BX91|BXA0|BXQ,3
920100502,920100507,5,mixed,BX{,1
920110662,920110667,5,mixed,BX{,1
920130560,920130629,69,primary_chain_no4,BX*Hd|BX91|BXA0,3
920138872,920138911,39,mixed,BX91|BXA0,2
920156106,920156177,71,primary_chain_no4,BX*Hd|BX91|BXA0,3
920162817,920162858,41,mixed,BX91|BXA0,2
920177521,920177605,84,mixed,BX91|BXA0|BXQ,3
920182647,920182728,81,mixed,BX91|BXA0|BXQ,3
920202396,920202442,46,mixed,BX91|BXBa,2
920206710,920206756,46,mixed,BX91|BXBa,2
920218027,920218135,108,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
920221973,920222089,116,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
920233383,920233388,5,mixed,BXI1,1
920237265,920237351,86,mixed,BX91|BXA0|BXI1,3
920248946,920248983,37,mixed,BX91|BXA0,2
920253030,920253071,41,mixed,BX91|BXA0,2
920271941,920272023,82,variant_chain,BX91|BXBa|BX{,3
920275972,920276046,74,mixed,BX91|BX{,2
920306038,920306106,68,primary_chain_no4,BX*Hd|BX91|BXA0,3
920309638,920309706,68,primary_chain_no4,BX*Hd|BX91|BXA0,3
920320879,920320945,66,primary_chain_no4,BX*Hd|BX91|BXA0,3
920324694,920324760,66,primary_chain_no4,BX*Hd|BX91|BXA0,3
920336248,920336316,68,primary_chain_no4,BX*Hd|BX91|BXA0,3
920340293,920340361,68,primary_chain_no4,BX*Hd|BX91|BXA0,3
920360044,920360081,37,mixed,BX91|BXBa,2
920364152,920364189,37,mixed,BX91|BXBa,2
920376453,920376556,103,primary_chain_no4,BX*Hd|BX91|BXA0|BXU,4
920380721,920380826,105,primary_chain_no4,BX*Hd|BX91|BXA0|BXU,4
920393686,920393757,71,primary_chain_no4,BX*Hd|BX91|BXA0,3
920398838,920398909,71,primary_chain_no4,BX*Hd|BX91|BXA0,3
920412442,920412512,70,primary_chain_no4,BX*Hd|BX91|BXA0,3
920417587,920417659,72,primary_chain_no4,BX*Hd|BX91|BXA0,3
920438677,920438717,40,mixed,BX91|BX{,2
920443543,920443581,38,mixed,BX91|BX{,2
920456475,920456480,5,mixed,BX91,1
920461044,920461049,5,mixed,BX91,1
920473959,920473964,5,mixed,BX91,1
920532668,920532673,5,mixed,BX91,1
920549240,920549245,5,mixed,BX91,1
920553469,920553506,37,mixed,BX*Hd|BX91,2
920566607,920566612,5,mixed,BX91,1
920627139,920627144,5,mixed,BXU,1
920631634,920631639,5,mixed,BX91,1
920645089,920645094,5,mixed,BXQ,1
920649776,920649781,5,mixed,BXQ,1
