offset,tag
575588950,BXA0
575611092,BXA0
575633550,BX91
575633583,BXA0
575633616,BXI1
575640655,BX91
575640691,BXA0
575640724,BXI1
575656635,BX91
575656668,BXA0
575679464,BX91
575679497,BXA0
575686677,BX91
575686710,BXA0
575709154,BXU
575731027,BX91
575731060,BXA0
575751342,BX91
575771216,BX91
575771249,BXA0
575777204,BX91
575777237,BXU
575817038,BX91
575817150,BX{
575835714,BXA0
575841316,BX91
575854619,BX91
575898396,BX91
575898436,BXA0
575898481,BXI1
575903464,BXQ
575917180,BX91
575917216,BXA0
575917269,BXQ
575922516,BXA0
575922560,BXI1
575937042,BX91
575937082,BXA0
575964375,BXU
575983782,BX91
575983874,BXI1
575983962,BX{
575989293,BX91
575989471,BX{
576003123,BX91
576003217,BXI1
576022927,BX91
576023018,BXI1
576077611,BX91
576077648,BXA0
576085100,BXQ
576111691,BX91
576111726,BXA0
576111765,BXQ
576129265,BX91
576129299,BXA0
576129339,BXQ
576164399,BX*Hd
576164434,BX91
576164474,BXA0
576164516,BXQ
576164591,BX{
576179834,BX91
576179871,BXA0
576179917,BXQ
576179996,BX{
576217632,BX91
576217676,BXA0
576217730,BX{
576232590,BX91
576232668,BX{
576260491,BX91
576260531,BXA0
576260667,BX{
576271496,BX91
576271539,BXA0
576271586,BXU
576271696,BX{
576293456,BX91
576293494,BXBa
576301678,BX*Hd
576301712,BX91
576301761,BXBa
576319188,BX91
576319229,BXBa
576319347,BX{
576325436,BX*Hd
576347516,BX91
576347559,BXA0
576352708,BX91
576352750,BXA0
576365463,BX91
576365497,BXA0
576365543,BXI1
576370153,BX91
576370190,BXA0
576370238,BXI1
576382260,BX91
576382297,BXA0
576382342,BXI1
576387171,BX91
576387210,BXA0
576387259,BXI1
576399069,BX91
576399107,BXA0
576399152,BXI1
576403308,BX91
576403343,BXA0
576403386,BXI1
576422901,BXBa
576422943,BXU
576427413,BXBa
576427464,BXU
576438562,BX91
576438597,BXA0
576438643,BXI1
576442687,BXA0
576442736,BXQ
576454298,BX91
576454383,BXI1
576458545,BX91
576458584,BXA0
576458628,BXI1
576470842,BX91
576470879,BXA0
576475478,BX91
576475514,BXA0
576475564,BXI1
576515289,BX*Hd
576515334,BX91
576515368,BXA0
576515409,BXI1
576521568,BX*Hd
576521672,BXQ
576536903,BX*Hd
576536970,BXA0
576537012,BXU
576537097,BX{
576543280,BX*Hd
576543312,BX91
576543346,BXA0
576543392,BXT
576557279,BX91
576557315,BXA0
576583376,BX{
576603201,BX*Hd
576603230,BX91
576603267,BXA0
576603306,BXI1
576603367,BX{
576609413,BX91
576609448,BXA0
576609556,BX{
576623355,BX*Hd
576623387,BX91
576623421,BXA0
576623472,BXI1
576640227,BX91
576640262,BXA0
576640306,BXI1
576662723,BX91
576662764,BXA0
576666681,BX91
576666722,BXA0
576677120,BX*Hd
576677152,BX91
576677185,BXA0
576677224,BXI1
576681011,BX*Hd
576681047,BX91
576681081,BXA0
576681123,BXI1
576681174,BXT
576691496,BX91
576691529,BXA0
576691572,BXI1
576705688,BX91
576705720,BXA0
576705752,BXI1
576727319,BX91
576727358,BXA0
576727398,BX{
576731141,BX91
576731210,BX{
576765870,BX91
576765900,BXA0
576765938,BXI1
576799621,BX91
576799654,BXBa
576803202,BXBa
576813646,BX*Hd
576813678,BX91
576813712,BXA0
576813746,BXI1
576828574,BX*Hd
576828606,BX91
576828641,BXA0
576828682,BXI1
576844730,BX*Hd
576844762,BX91
576844795,BXA0
576867963,BX91
576867999,BX{
576883427,BX91
576888009,BX91
576900660,BX91
576961382,BX91
576979829,BX91
576984991,BX*Hd
576985023,BX91
576999162,BX91
577061266,BXU
577066025,BX91
577078048,BXQ
577082545,BXQ
577118896,BX91
577118927,BXA0
577123976,BXQ
577138217,BX91
577138249,BXA0
577144215,BX91
577144250,BXA0
577158914,BX*Hd
577158982,BXA0
577184725,BX{
577200513,BX91
577200550,BXA0
577200592,BXI1
577215831,BX91
577215919,BXI1
577254395,BXU
577258127,BXU
577268059,BX*Hd
577268088,BX91
577268118,BXA0
577268154,BXI1
577282264,BX*Hd
577282295,BX91
577282332,BXA0
577282371,BXI1
577296382,BXQ
577296923,BX91
577296997,BXI1
577321439,BX{
577341222,BX91
577341256,BXA0
577341295,BXI1
577353586,BX91
577353624,BXA0
577353668,BXI1
577358184,BX91
577358220,BXA0
577376312,BXA0
577415759,BX91
577415789,BXA0
577415827,BXI1
577420572,BX91
577420605,BXA0
577434338,BX91
577434370,BXA0
577434411,BXI1
577439459,BX91
577439500,BXA0
577439540,BXI1
577454274,BX91
577454304,BXA0
577454347,BXI1
577499994,BX91
577500026,BXA0
577500062,BXI1
577505155,BX91
577505187,BXA0
577505225,BXI1
577519721,BX*Hd
577519751,BX91
577519784,BXA0
577519826,BXI1
577519863,BX{
577540207,BX*Hd
577540237,BX91
577540271,BXA0
577545927,BX*Hd
577545957,BX91
577545990,BXA0
577546033,BXI1
577568843,BX{
577589561,BX*Hd
577589601,BX91
577589633,BXA0
577594930,BX*Hd
577594975,BX91
577595007,BXA0
577610327,BX91
577610356,BXA0
577610389,BXI1
577631151,BX91
577631182,BXA0
577636428,BX91
577636458,BXA0
577658845,BX{
577664211,BX{
577678465,BX*Hd
577678565,BXI1
577683807,BX91
577698123,BX*Hd
577698190,BXA0
577698224,BXI1
577703715,BX*Hd
577703747,BX91
577703774,BXA0
577703808,BXI1
577718196,BX*Hd
577718228,BX91
577718260,BXU
577723711,BXQ
577766533,BX91
577788353,BXU
577788391,BXQ
577795268,BX91
577795301,BXT
577811259,BX91
577811290,BXI1
577818080,BX91
577818110,BXI1
577840138,BX{
577845701,BX{
577858357,BX*Hd
577876713,BXI1
577876757,BXQ
577894976,BXBa
577895016,BXI1
577900183,BXBa
577900221,BXI1
577941856,BX91
577941927,BXI1
577967758,BX91
577967842,BXI1
577982816,BX91
577982895,BXI1
578036997,BX91
578043735,BX91
578061218,BX91
578067669,BX91
578085164,BX91
578085291,BXQ
578092154,BX91
578092297,BXQ
578117737,BXBa
578117846,BX{
578125215,BXBa
578125323,BX{
578142352,BX91
578142389,BXA0
578149366,BX91
578149405,BXA0
578164807,BX91
578164846,BXA0
578186888,BX91
578186928,BXA0
578236316,BX91
578241781,BX*Hd
578256485,BX91
578256573,BXQ
578262412,BXU
578278305,BX*Hd
578278339,BX91
578285144,BX*Hd
578285176,BX91
578285271,BXU
578310401,BX{
578334677,BXA0
578359144,BX91
578359226,BXI1
578366713,BXBa
578383830,BX91
578383869,BXA0
578437470,BX91
578437504,BXA0
578437548,BXU
578459481,BX91
578459516,BXA0
578465838,BX91
578465878,BXA0
578481243,BX91
578481287,BXA0
578487161,BX91
578508553,BXU
578508597,BX{
578528735,BX91
578528781,BXBa
578528828,BXU
578547855,BX91
578547895,BXA0
578552615,BXA0
578567704,BX91
578573960,BX91
578597303,BX{
578603115,BX{
578618265,BX*Hd
578618298,BX91
578618370,BXI1
578624505,BXU
578640394,BX*Hd
578640430,BX91
578640513,BXI1
578646686,BXU
578662860,BX*Hd
578662891,BXQ
578662934,BXQ
578669778,BX*Hd
578669813,BX91
578669897,BXQ
578714432,BX91
578720606,BXQ
578736269,BX91
578736304,BXA0
578742758,BXBa
578757958,BXA0
578758055,BX{
578764396,BX{
578808558,BX91
578829679,BX*Hd
578829711,BX91
578829787,BXI1
578850381,BX*Hd
578850413,BX91
578850446,BXA0
578850489,BXI1
578896748,BX91
578896788,BXA0
578902488,BX91
578902527,BXA0
578916734,BX*Hd
578916764,BX91
578916804,BXA0
578936149,BX91
578936190,BXA0
578963320,BX91
578963357,BXBa
578968705,BX91
578968740,BXBa
578981309,BX91
578981348,BXA0
578981395,BXI1
578986359,BX*Hd
578986392,BX91
578986432,BXA0
578986529,BXQ
578999336,BX91
578999375,BXA0
578999470,BXQ
579018266,BX91
579018303,BXA0
579018404,BXQ
579044929,BX91
579045023,BXU
579050791,BX91
579050888,BXU
579065301,BX91
579065339,BXA0
579065394,BXI1
579086083,BX91
579086174,BXI1
579092654,BX91
579092744,BXI1
579107154,BX91
579107250,BXI1
579135211,BX91
579152856,BX91
579152902,BXA0
579152949,BXI1
579157904,BX91
579157943,BXA0
579157988,BXI1
579170750,BX91
579170795,BXA0
579170844,BXI1
579176354,BX91
579176397,BXA0
579176444,BXI1
579189995,BX91
579190033,BXA0
579190073,BXI1
579216384,BXBa
579236071,BX91
579236115,BXA0
579236153,BXI1
579242022,BX91
579242074,BXA0
579242114,BXI1
579257126,BX91
579257176,BXA0
579278438,BX91
579284764,BX91
579327210,BX*Hd
579327246,BX91
579346956,BX*Hd
579346990,BX91
579366459,BX*Hd
579366495,BX91
579372299,BX*Hd
579372335,BX91
579414492,BX91
579414528,BXA0
579420773,BX91
579420812,BXA0
579435740,BX91
579441824,BX91
579455329,BX91
579501782,BX91
579501820,BXA0
579501863,BXI1
579507721,BX91
579507761,BXA0
579507803,BXI1
579522417,BX91
579522453,BXA0
579522493,BXI1
579528721,BX91
579528757,BXA0
579528800,BXI1
579542863,BX91
579542902,BXA0
579549073,BX91
579549117,BXA0
579569644,BX91
579569693,BXA0
579586705,BX*Hd
579586736,BX91
579586775,BXA0
579586828,BXI1
579601608,BX91
579601645,BXA0
579601679,BXI1
579616559,BX91
579620748,BX91
579620792,BXA0
579639536,BX{
579643768,BX{
579654288,BX*Hd
579654326,BX91
579654362,BXA0
579654395,BXI1
579658852,BXA0
579669946,BX*Hd
579669978,BX91
579670022,BXA0
579685459,BX*Hd
579685491,BX91
579685562,BXI1
579708656,BXU
579723197,BX91
579723235,BXA0
579723279,BXI1
579727315,BX91
579727348,BXA0
579727386,BXI1
579738365,BX91
579738400,BXA0
579738435,BXI1
579742863,BX91
579742931,BXI1
579754788,BX91
579754823,BXA0
579754857,BXQ
579759458,BX91
579759491,BXA0
579759525,BXI1
579779832,BXU
579779912,BX{
579784756,BXU
579784834,BX{
579797187,BXA0
579797222,BXI1
579802298,BXA0
579802332,BXI1
579814689,BX91
579814722,BXA0
579814755,BXI1
579819781,BX91
579819813,BXA0
579819869,BXI1
579832620,BX91
579832652,BXA0
579832686,BXI1
579858206,BXU
579858280,BX{
579875784,BX91
579875816,BXA0
579875849,BXI1
579892612,BX91
579892653,BXA0
579892687,BXI1
579908814,BX91
579908846,BXA0
579908921,BXT
579932499,BXU
579948755,BX91
579948787,BXA0
579948820,BXI1
579965965,BX91
579965997,BXA0
579966030,BXI1
579984144,BX91
579984177,BXA0
579984259,BX{
579989360,BX91
579989392,BXA0
579989480,BX{
580024532,BX91
580024565,BXA0
580024598,BXI1
580037893,BX91
580037926,BXA0
580037959,BXI1
580037994,BX{
580051771,BX91
580051804,BXA0
580051837,BXI1
580051869,BX{
580055613,BX91
580055645,BXA0
580055678,BXI1
580078259,BXA0
580088308,BX91
580088340,BXA0
580088370,BXI1
580102275,BX91
580102308,BXA0
580102337,BXI1
580106022,BX91
580106054,BXA0
580106084,BXI1
580116923,BX91
580116966,BXA0
580120606,BX91
580120638,BXA0
580139785,BXU
580153733,BX91
580153765,BXA0
580153797,BXU
580167474,BX91
580171389,BX91
580171421,BX{
580181521,BX91
580181553,BXA0
580221739,BX91
580221821,BXQ
580236197,BX91
580246757,BX91
580246825,BXU
580246877,BX{
580250833,BX91
580285235,BX91
580285275,BXA0
580285322,BXU
580300717,BX91
580300752,BXA0
580300806,BXT
580305018,BX91
580305055,BXA0
580316663,BX91
580316749,BXI1
580321141,BX91
580321229,BXQ
580341208,BXU
580345786,BXU
580358824,BX91
580358918,BXQ
580377757,BX91
580398552,BX91
580398647,BXI1
580404606,BX91
580404692,BXI1
580444151,BX91
580444187,BXA0
580444233,BXI1
580461420,BX91
580461454,BXA0
580478675,BX*Hd
580478710,BX91
580478749,BXA0
580504113,BX91
580504157,BXA0
580508850,BX91
580508886,BXA0
580521285,BX91
580521332,BXA0
580526165,BX91
580526208,BXA0
580538555,BX91
580538594,BXA0
580543351,BX*Hd
580543385,BX91
580543424,BXA0
580543473,BXU
580555109,BX91
580555151,BXA0
580559328,BX*Hd
580559360,BX91
580559400,BXA0
580582158,BXA0
580592032,BX91
580592065,BXA0
580592109,BXI1
580608332,BX91
580608371,BXA0
580608419,BXI1
580646264,BXA0
580652549,BXA0
580678725,BX91
580678760,BXA0
580678809,BXI1
580691357,BXA0
580691406,BXI1
580715494,BX91
580715577,BXI1
580725809,BX91
580725849,BXA0
580725896,BXI1
580750189,BX91
580750226,BXA0
580750272,BXI1
580760306,BX91
580760345,BXA0
580760392,BXI1
580788095,BXU
580797633,BXI1
580817017,BX*Hd
580817049,BX91
580817174,BX{
580824709,BX*Hd
580824743,BX91
580824885,BX{
580840271,BX*Hd
580840380,BXU
580840452,BX{
580858456,BX91
580858594,BX{
580881019,BX{
580894588,BX*Hd
580894617,BX91
580894654,BXA0
580898460,BXQ
580908580,BX*Hd
580908612,BX91
580908648,BXA0
580908688,BXI1
580912507,BXQ
580922594,BX91
580922630,BXA0
580922672,BXI1
580944147,BX91
580944188,BXA0
580957471,BX*Hd
580957502,BX91
580957535,BXA0
580970805,BX91
580970839,BXA0
580984086,BX91
580984118,BXA0
581004897,BX91
581004936,BXA0
581004980,BX{
581005024,BX{
581029681,BX*Hd
581029712,BX91
581029741,BXA0
581029774,BXQ
581029825,BX{
581041584,BX*Hd
581041614,BX91
581041643,BXBa
581044844,BX*Hd
581044877,BX91
581044907,BXBa
581054455,BX*Hd
581054487,BX91
581054518,BXA0
581058003,BX{
581074723,BX91
581074755,BXA0
581074796,BX{
581088651,BX*Hd
581088684,BX91
581088721,BXA0
581088756,BXI1
581092577,BXU
581103366,BX*Hd
581103399,BX91
581103433,BXA0
581119336,BX*Hd
581119370,BX91
581119403,BXA0
581142507,BX91
581142543,BX{
581160833,BX91
581180447,BX91
581243943,BX91
581260935,BX91
581278648,BX91
581346717,BX91
581400393,BX91
581400425,BXA0
581400473,BXI1
581415815,BX91
581415848,BXA0
581431529,BXQ
581455955,BX{
581460562,BX{
581472613,BX91
581472651,BXA0
581477196,BX{
581488502,BX91
581488589,BXQ
581492953,BXQ
581504266,BX91
581504421,BX{
581528111,BXU
581542722,BX*Hd
581542754,BX91
581542784,BXA0
581542820,BXI1
581542863,BX{
581557220,BX*Hd
581557252,BX91
581557337,BXU
581571684,BX*Hd
581571717,BX91
581595515,BX{
581610030,BX91
581610062,BXA0
581610100,BXU
581610142,BX{
581625037,BX91
581625075,BXA0
581625118,BXU
581641121,BX91
581641154,BXA0
581645938,BXU
581646017,BX{
581681075,BX91
581681237,BX{
581696427,BX91
581696459,BXA0
581696502,BXT
581711491,BX91
581711522,BXA0
581715663,BX{
581748559,BXBa
581762983,BX*Hd
581763013,BX91
581763047,BXBa
581767128,BXQ
581777835,BXBa
581777944,BX{
581800633,BX{
581815626,BX*Hd
581815656,BX91
581815687,BXA0
581830704,BX91
581830737,BXA0
581830770,BXU
581834954,BXI1
581846019,BX91
581846050,BXA0
581868613,BX{
581883138,BX*Hd
581883198,BXBa
581883294,BX{
581887114,BX91
581897620,BX*Hd
581897686,BXBa
581911809,BX*Hd
581911842,BX91
581911875,BXU
581947705,BX91
581962284,BXU
581976869,BX91
581976901,BXI1
581976932,BXT
581999349,BX{
582015282,BX*Hd
582015382,BXI1
582030935,BXI1
582047305,BXA0
582047339,BXI1
582086658,BX91
582086729,BXT
582091327,BX{
582120368,BX91
582120403,BXA0
582120449,BXU
582144735,BX{
582161012,BX91
582161054,BXA0
582161094,BXI1
582161151,BX{
582165624,BXQ
582177297,BX91
582182484,BXI1
582195219,BX91
582195363,BX{
582219387,BXBa
582219508,BX{
582236926,BX91
582236964,BXA0
582237013,BXI1
582253927,BX91
582253967,BXA0
582254023,BXI1
582270806,BX91
582270846,BXA0
582270899,BXI1
582270959,BX{
582276046,BXA0
582276092,BXI1
582297042,BX{
582314162,BX91
582319428,BX*Hd
582331978,BX91
582332066,BXU
582349303,BX*Hd
582349337,BX91
582393730,BXA0
582393777,BXI1
582412494,BX91
582412575,BXU
582417521,BX91
582417558,BXBa
582417603,BXT
582431137,BX91
582431176,BXA0
582431222,BXQ
582476560,BX91
582476594,BXA0
582476639,BXI1
582482193,BX91
582482228,BXA0
582495979,BX91
582496014,BXA0
582501522,BX91
582501563,BXA0
582515246,BX91
582515287,BXA0
582521434,BXT
582543402,BXU
582543445,BX{
582548966,BXU
582549008,BX{
582563805,BX91
582563845,BXA0
582563892,BXU
582584440,BX91
582584480,BXA0
582590513,BX91
582590549,BXA0
582605051,BX91
582605157,BXQ
582632763,BX{
582638180,BX{
582651870,BX*Hd
582651903,BX91
582651940,BXA0
582670964,BX91
582671047,BXU
582689616,BX*Hd
582689647,BXQ
582689690,BXQ
582689804,BX{
582695504,BX91
582695699,BX{
582737336,BX91
582742705,BXQ
582742854,BX{
582756490,BX91
582756526,BXA0
582762175,BXBa
582762216,BXI1
582776470,BXA0
582776580,BX{
582782693,BXI1
582823181,BX91
582828945,BX*Hd
582828976,BX91
582840630,BX*Hd
582840663,BX91
582840740,BXT
582845119,BXBa
582855120,BX*Hd
582855152,BX91
582855184,BXA0
582855222,BXT
582859294,BXT
582891617,BX91
582891702,BXI1
582895942,BX91
582895981,BXA0
582896018,BXI1
582896080,BX{
582905982,BX*Hd
582906011,BX91
582906051,BXA0
582906183,BX{
582909870,BX*Hd
582909909,BX91
582909946,BXA0
582910071,BX{
582920058,BX91
582920096,BXBa
582920137,BXU
582942037,BX91
582942074,BXBa
582942123,BX{
582945936,BX91
582945971,BXBa
582946017,BX{
582955650,BX91
582955690,BXA0
582959782,BX*Hd
582959823,BX91
582959863,BXA0
582959911,BXU
582970173,BX91
582970211,BXA0
582984769,BX91
582984806,BXA0
582989022,BXU
583007895,BX91
583008059,BX{
583012268,BX91
583012439,BX{
583023141,BX91
583023179,BXA0
583027350,BX91
583037763,BX91
583042023,BX91
583052454,BX91
583052555,BXU
583074912,BX91
583088738,BX91
583088784,BXA0
583088832,BXU
583092539,BX91
583092578,BXA0
583092627,BXT
583107063,BX91
583107106,BXA0
583117704,BX91
583117743,BXA0
583117787,BXI1
583122064,BXQ
583140531,BXBa
583154627,BX91
583154671,BXBa
583154709,BXI1
583158395,BX91
583158446,BXBa
583168081,BX91
583168128,BXA0
583182024,BX91
583217862,BX*Hd
583217900,BX91
583231275,BX91
583244696,BX*Hd
583244731,BX91
583248771,BX*Hd
583248807,BX91
583280739,BX91
583280775,BXA0
583294654,BX91
583298492,BX91
583308072,BX91
583342379,BX91
583342417,BXA0
583366815,BX91
583366853,BXA0
583366970,BX{
583387088,BX91
583387138,BXA0
583400235,BX*Hd
583400266,BX91
583400314,BXA0
583400369,BXI1
583412857,BX91
583412895,BXA0
583412997,BX{
583425168,BX91
583425211,BXA0
583425320,BX{
583445889,BX{
583458470,BX*Hd
583458518,BX91
583458554,BXA0
583470990,BXA0
583483466,BX*Hd
583483499,BX91
583483589,BXU
583483647,BX{
583486910,BXA0
583486946,BXU
583503742,BXU
583519481,BX{
583523752,BXBa
583533326,BX91
583533361,BXA0
583533452,BX{
583537720,BX91
583537754,BXA0
583537838,BX{
583547295,BX{
583568803,BXU
583581470,BXA0
583584780,BX{
583594004,BXA0
583597614,BX{
583607236,BX91
583607278,BXBa
583607309,BXU
583628733,BXU
583628803,BX{
583642207,BX91
583642240,BXBa
583642270,BXI1
583645661,BX*Hd
583655456,BX91
583655489,BXA0
583655530,BXU
583668760,BX91
583668793,BXA0
583668824,BXI1
583690168,BXU
583693926,BXU
583693999,BX{
583703165,BX91
583703197,BXA0
583703230,BXI1
583714993,BX91
583715026,BXA0
583715056,BXI1
583718366,BX91
583718398,BXA0
583718429,BXI1
583727324,BX91
583727356,BXA0
583727387,BXI1
583761780,BX91
583761812,BXA0
583761843,BXI1
583775058,BX91
583775091,BXA0
583775122,BXI1
583788626,BX91
583788659,BXA0
583788691,BXI1
583792551,BX91
583792583,BXA0
583792614,BXI1
583811252,BXA0
583825962,BX91
583825994,BXA0
583826025,BXI1
583841499,BXA0
583845940,BX{
583857168,BX91
583857201,BXA0
583861435,BXU
583880235,BXU
583884662,BXU
583895219,BX91
583895252,BXA0
583895283,BXQ
583909993,BX91
583910053,BXBa
583913978,BXQ
583924283,BX91
583924315,BXA0
583924347,BXU
583928336,BX{
583960530,BX91
583960596,BXQ
583964329,BXQ
583988079,BX91
584023340,BX91
584023380,BXA0
584037065,BX91
584037101,BXA0
584051045,BX91
584051134,BXI1
584073165,BXU
584101924,BX91
584106285,BX91
584106365,BXI1
584118139,BX91
584118230,BXI1
584122811,BX91
584122897,BXI1
584158971,BX91
584159007,BXA0
584159049,BXI1
584163811,BX91
584163848,BXA0
584163888,BXI1
584175094,BX91
584175132,BXA0
584175174,BXI1
584191176,BX*Hd
584191212,BX91
584191303,BXU
584214749,BX91
584214849,BX{
584231288,BX91
584248635,BX91
584265728,BX91
584265770,BXA0
584265819,BXU
584290293,BX91
584290335,BXA0
584290383,BX{
584306667,BX91
584306708,BXA0
584323854,BX91
584323891,BXA0
584328799,BX91
584328838,BXA0
584341833,BX91
584341872,BXA0
584341916,BXU
584366844,BXA0
584366887,BX{
584366940,BX{
584391604,BX91
584391639,BXA0
584391685,BXU
584420116,BX91
584432967,BX91
584433007,BXA0
584433115,BX{
584458450,BX91
584458487,BXA0
584469902,BX91
584469938,BXA0
584498106,BX{
584507650,BX{
584527528,BX91
584535418,BX*Hd
584535452,BX91
584535529,BXU
584551471,BX*Hd
584553967,BXQ
584557011,BX*Hd
584557044,BX91
584557123,BXU
584569781,BX91
584569862,BXQ
584605696,BX*Hd
584605725,BX91
584605762,BXA0
584609200,BX{
584617886,BX*Hd
584617919,BX91
584617954,BXA0
584629762,BX91
584629798,BXA0
584648953,BX91
584648994,BXBa
584649039,BX{
584651864,BX91
584683130,BXA0
584686212,BX91
584702622,BX91
584702660,BXA0
584729392,BX*Hd
584729424,BX91
584729455,BXA0
584729489,BXI1
584744010,BX*Hd
584744041,BX91
584744071,BXA0
584744109,BXU
584758731,BX*Hd
584758764,BX91
584758796,BXA0
584780280,BX91
584780312,BXA0
584780354,BX{
584794413,BX*Hd
584794445,BX91
584794479,BXA0
584808986,BX*Hd
584809019,BX91
584809054,BXA0
584828589,BX*Hd
584828622,BX91
584828656,BXA0
584847006,BX91
584847042,BX{
584862944,BX91
584879196,BX91
584934924,BX91
584950554,BX91
584966229,BX91
585017347,BXT
585021260,BXQ
585031374,BXQ
585068153,BX91
585068185,BXA0
585082348,BX91
585082380,BXA0
585082419,BXI1
585086400,BXU
585096492,BXA0
585096530,BXT
585100380,BXA0
585117572,BX{
585132250,BX91
585132287,BXA0
585132329,BXI1
585132379,BX{
585146824,BX91
585146915,BXI1
585146986,BX{
585161635,BX91
585161781,BX{
585166160,BX91
585184461,BXU
585188482,BXU
585197815,BX*Hd
585197843,BX91
585197873,BXA0
585197947,BX{
585210298,BX91
585210373,BXI1
585213795,BXA0
585223148,BX*Hd
585223180,BX91
585223214,BXA0
585223252,BXI1
585244825,BX{
585248694,BX{
585258200,BX91
585258232,BXA0
585258271,BXI1
585272501,BX91
585272539,BXA0
585272580,BXI1
585276615,BX{
585287321,BXA0
585287353,BXI1
585287398,BX{
585323741,BX91
585337553,BX91
585337584,BXA0
585337626,BXI1
585351096,BX91
585351127,BXA0
585351171,BXU
585351220,BX{
585355135,BX91
585355167,BXA0
585355211,BXU
585355259,BX{
585385691,BX91
585385769,BXA0
585389161,BX91
585398149,BX*Hd
585398180,BX91
585398214,BXA0
585398257,BXI1
585410856,BX*Hd
585410887,BX91
585410922,BXA0
585432132,BX{
585445157,BX*Hd
585445187,BX91
585445219,BXA0
585458206,BX91
585458235,BXA0
585458271,BXI1
585462075,BX91
585462105,BXA0
585462139,BX{
585462190,BX{
585472117,BX91
585472148,BXA0
585475766,BXI1
585493537,BX{
585507800,BXI1
585511705,BX*Hd
585511737,BX91
585511765,BXA0
585522568,BX*Hd
585522634,BXA0
585526731,BX*Hd
585526763,BX91
585526791,BXA0
585538478,BX*Hd
585538525,BX91
585538557,BXU
585542702,BXA0
585578810,BX91
585596415,BXU
585601945,BX91
585601977,BXT
585615042,BX91
585615074,BXI1
585615107,BXT
585620201,BX91
585620232,BXI1
585639901,BX{
585644978,BX{
585662426,BXQ
585691711,BXA0
585691747,BXU
585716332,BX{
585734474,BX91
585758728,BX91
585772253,BX91
585772288,BXA0
585777952,BX91
585816715,BX91
585816756,BXA0
585835921,BX91
585835960,BXA0
585836003,BXI1
585841342,BX91
585841376,BXA0
585841421,BXI1
585855290,BX91
585855328,BXA0
585855375,BXI1
585855434,BX{
585861062,BX91
585861106,BXA0
585861155,BXI1
585861222,BX{
585882289,BXBa
585882338,BX{
585902780,BX91
585902818,BXA0
585902867,BXI1
585908702,BX91
585908742,BXA0
585908786,BXI1
585922697,BX91
585922736,BXA0
585922791,BXU
585943280,BX91
585943328,BXA0
585949504,BXA0
585990467,BX91
586010898,BX91
586011077,BX{
586016446,BX91
586016643,BX{
586030427,BX*Hd
586030468,BX91
586077167,BXA0
586077215,BXI1
586082324,BX91
586082366,BXA0
586082415,BXI1
586095768,BX91
586095850,BXI1
586101080,BXA0
586114349,BX91
586114387,BXA0
586159244,BX91
586159278,BXA0
586159324,BXI1
586164813,BX91
586164849,BXA0
586178735,BX91
586178769,BXA0
586198873,BX91
586198914,BXA0
586204930,BX91
586204971,BXA0
586226797,BXU
586226841,BX{
586248435,BX91
586248475,BXA0
586254690,BX91
586254725,BXA0
586254836,BX{
586269637,BX91
586269676,BXA0
586269804,BX{
586289738,BX91
586295524,BX91
586315668,BX{
586320992,BX{
586334706,BX*Hd
586334739,BX91
586352913,BX*Hd
586352947,BX91
586353031,BXU
586370771,BX*Hd
586370802,BXQ
586370844,BXQ
586375701,BX91
586413088,BX91
586417851,BXQ
586429785,BX91
586429821,BXA0
586434748,BXA0
586446211,BXA0
586488680,BX91
586493694,BX*Hd
586493726,BX91
586506478,BX*Hd
586506510,BX91
586524445,BX*Hd
586524477,BX91
586524510,BXA0
586565628,BXA0
586565670,BXI1
586581397,BX*Hd
586581427,BX91
586581467,BXA0
586597704,BX91
586597745,BXA0
586597862,BX{
586620484,BX91
586620521,BXBa
586625497,BX91
586625531,BXBa
586636821,BX91
586636861,BXA0
586641966,BX*Hd
586642000,BX91
586642040,BXA0
586653363,BX91
586653402,BXA0
586653514,BX{
586658246,BX91
586658288,BXA0
586669054,BX91
586669091,BXA0
586669137,BXT
586690658,BX91
586702971,BX91
586703009,BXA0
586703064,BXI1
586706191,BXA0
586706244,BXI1
586714520,BX91
586714564,BXA0
586714615,BXQ
586714675,BX{
586717788,BXI1
586726814,BX91
586726853,BXA0
586726909,BXQ
586730321,BXI1
586747933,BX91
586747984,BXA0
586760947,BX91
586760993,BXA0
586761068,BXI1
586774435,BX91
586774479,BXA0
586774528,BXI1
586788943,BX91
586789030,BXI1
586812491,BXBa
586828402,BX91
586828446,BXA0
586828486,BXU
586844695,BX91
586844743,BXA0
586861662,BX91
586903219,BX*Hd
586903255,BX91
586919504,BX*Hd
586919539,BX91
586935450,BX*Hd
586935486,BX91
586974512,BX91
586974548,BXA0
586989841,BX91
587004406,BX91
587040123,BX91
587040161,BXA0
587040205,BXI1
587053855,BXI1
587057669,BX91
587057705,BXA0
587057748,BXI1
587068225,BX91
587068264,BXA0
587068304,BXI1
587071962,BXI1
587091194,BX91
587091243,BXA0
587107182,BX*Hd
587107212,BX91
587107256,BXA0
587107307,BXT
587122211,BX91
587122248,BXA0
587122287,BXI1
587137410,BX91
587137454,BXA0
587137499,BXI1
587160582,BX{
587164976,BX{
587176554,BX*Hd
587176593,BX91
587176629,BXA0
587176664,BXI1
587181036,BX*Hd
587181075,BX91
587181110,BXA0
587192417,BX*Hd
587192450,BX91
